req,res
그 비밀스럽게 하는거 뭐지?,텔레그램?
그것도 많이 쓰더라,맞아 ㅋㅋ 그거 보안 좋다고ㅠ하더라
20개월 아기 성폭행하고 살해한 아빠 기사 봤어?,그런 일이 있었어?/대한민국 페도필리아 왤케 많아?
응응 심지어 자기 아기한테 그랬다는게 믿기지 않아ㅠㅠ,세상이 요지경이다 진짜.../어떻게 20개월한테 성욕을 느끼지?
아동 성폭행 하는 놈들은 처벌 배로 세게 때려야해ㅜㅜ,사회에서 도태되서 자기 마음대로 되는게 없으니까 지 맘대로 할 수 있는 애들한테 그러는거야/그런 놈들은 어디 섬에 가둬야하는데
그러니까... 자기들끼리 성행위하던가 왜그러는 거야 도대체,찌질하고 못난 놈들이어서 자기보다 약한 애들한테 그러는거지 뭐
애기 할머니가 나와서 막 우는데 너무 안됐더라,그 애는 앞으로 어떡하냐고…
그러니까... 살았으면 몰라 어떻게 살해까지 하지,진짜 찌질하고 못난 사람한테 태어나서 얼마 살지도 못하고…/맘 아프다
우리 처음봤던 영화 기억나?,웅웅 그 보안관인가 하하
하하 맞아 보안관 그때 당시 그래도 재밌게 봤던 것 같아,근데 나는 너무 뻔한 한국영화 같았어
하하 지금은 그럴 수 있는데 그땐 재밌었다니까?,그런거 특징이 좀 지나면 내용이 기억 안나 하하
조진웅이 주연이었지? 하하,아 그랬나...? 그 아저씨만 생각난다
아 그 하하 그 아저씨 그 분도 연기 잘하시는데,웅웅 그 아저씨 나오는 영화 하나 더 봤는데... 청담인가 압구정에서
우리나라엔 참 연기파 배우가 많은 것 같아 하하,마자 믿고 보는 배우가 많지!
찜방이라는거 알아?,그게 뭔데?
게이들이 난교할때 쓰는 시설이래...,진짜 알고 싶지 않은 거다...
어떤 기자가 체험 갔는데 뒤에서 덮치려고 하고 막 그랬대,그 기자도 웃기네.../남의 성생활을 굳이 왜 체험해…
여기가 코로나 엄청 퍼져서 욕먹었던데잖아,아 거기가 거기야?/몰랐네...
이 시국에 유흥시설을 왜가냐구...,그런데 보통 사람들도 다 클럽가고 성매매하러 룸싸롱 다니던데 왜ㅠ굳이 게이들것만 보러 간지는 알 수가 없으다
코로나 진원이니까  그런거 아닐까,그러니깡...
사랑니뺐는데 얼마나 들었어?,요즘 사랑니 빼서 아프다ㅠㅠ
그거 실비 보험은 들었어? 하하,아 웅웅 가격은 한 7만원대?
사랑니 빼고서 관리도 잘해줘야해 하하,오빠는 언제 빼게 하하
먹을 것도 잘 신경써야되고 하하,난 하나만 뽑으면 끝!
나는 두개 남았으 ㅠㅠ,ㅋㅋ 오빠두 고생하겟구만
거의 수술 처럼 해야된다더라 ㅠㅠ,웅 아래가 특히 진짜 넘 아파ㅠㅠ
인셉션이 갑자기 생각났어!,오 그거두 명작이잖아
하하 맞아 꿈에 대한 얘기를 다룬거 신기해,웅웅 되게 참신한 소재 같아 하하
꿈에 꿈이라니 대박이야!,뭔가 꿈이라 이해도 잘 가는 편이고 하하
하하 맞아 진짜 cg도 멋진거 같아,하하 맞아 뒤틀릴 때 넘 멋있자나
하하 맞아 배우진 연기도 탄탄해,인셉션 영화관에서 첨 봤을 때 느낌이 어땠을까
하하 난 영화관에서 봤었어!,대박 믿고 보는 놀란 감독!
백신 맞고 뭔가 건강이 안좋아진거 같기도?,웅웅 소화기관이 특히 그렇지?
일정 시간이 지나면 또 나아지겠징?,웅웅 좀 나아지고잇는거같기두해
하하 소화도 잘안되고 식욕도 좀 없고?,웅웅 식욕도 없엇던거같애 진짜
뭔가 그래서 2차 맞고 건강이 어떻게 될지 걱정돼 하하,마자 1차에 비하면 2차가 더 무섭지
건강이 최곤데 건강을 해치면서 백신을 맞다니 ㅠㅠ,마자 건강한 사람두 쓰러지구ㅠㅠ 무서운 병이다
하하 나중엔 그냥 감기처럼 될듯하기도하고,빨리 그렇게 되는 시기가 왓음 좋게따 하하
찰리와 초콜릿 공장 기억나?,오 어렸을때 책으로도 봤었는데
오호 책은 어땠어?,똑같아 하하 영화 뭔가 기분 나쁜데 이쁜 느낌?
연출이 좀 대박이었던 것 같아 하하,근데 초콜릿들은 진짜 먹어보고 싶었어 하하
그 작은 애들 이름이 뭐지?,움파룸파 ㅋㅋ 그 영화 보면서 영어 공부도 했는데
아 움파룸파 약간 귀여운 구석이 있지 하하,오 나는 좀 기분 나빴는데 하하
하하 오 어떤점이?,뭔가 징그럽다해야하나? 무섭구
운전면허 이제 슬슬 따볼까해 ㅋㅋ,올 그거 돈도많이든다던데
맞아 ㅋㅋ 도로주행을 빨리 못딸수록 돈이 많이 깨진데 ㅠ,헐 ㅠㅠ그런경우도있구나 몰랐어
필기에서도 여러번 떨어지는 경우도 있고 ㅋㅋ 도로주행이 힘들데,그럴거같다 언제딸거?
나 10월 중순 이후부터 시작 해볼려고 ㅋㅋ,올 ㅋㅋ 돈많이깨지겠네 ㅜㅜ
그러니까 ㅋㅋ 걱정임 무슨 U자 코스 이런거 개어렵데,말만들어도 어려울듯 ㅠ
몇년전까지 없앴었다가 운전면허 너무 쉽다고 그래서 다시 부활했데,그렇구나
일하는데추웡ㅋ,오늘춥나?/여긴 안추운대
ㅋㅋ 여기 전자랜드라서 에어컨틀어서 그런가봐,밑에서 트는데 위에도 춥나
중앙냉방이야 ㅋㅋ 위에서 트는데 아래도추워 ㅋㅋ,아아 ㅋㅋ 중앙냉방이야?
그래서 우리가 조절도 못해,ㅋㅋ 그런 상가도 중앙냉방이구나 ...
응 그러게 상가인데 중앙냉방이야 ㅋㅋ 월세도 겁나비싼듯,ㅋㅋ 서울이라서.../것도 용산이라서
에어컨은 왜아직도트는건지 ㅋㅋ 가을인데,그래도 실내온도 26도 지켜야 하는거 아니가
요즘 뉴스보니깐 코로나 백신때문에 난리던데 자기는 백신 2차 언제 맞는다고 했지?,나 다다음주 금요일에 맞으려고 예약했어
"잘했네 모더나,화이자 어떤거 맞아?",1차때 화이자 맞았으니깐 화이자 그대로 맞는거 아닐까
아 맞아 둘이는 교차접종 안된다고 뉴스에서 본것같아,자기는 수요일에 화이자2차 맞고 컨디션 괜찮아?
응 어제밤에 약 2개먹고 푹자니깐 지금은 괜찮은것같아,나는 뉴스보니깐 접종 맞기 무서워 젊은사람들 접종맞고 사망한 사람 많다고 하던데
그래도 안맞는것보다 맞는게 더 좋다고 하고 또 접종완료를 해야 식당이나 카페 인원제약도 많이 풀리는것같아,오킹 그럼 예약한 일정대로 맞아야겠네
그래 그날은 풀코스로 내가 집안일과 육아 다 할테니깐 푹셔!,그래 뉴스에나온 사람처럼 되지 않도록 별일없길 기도해야겠다
건강하려고 약을 먹잖아 그치?,그치? 아프든 아니든 하하
약이 필요 없는 세상이 올 수 있을까? 하하,오오오 그거는 절대 불가능하지않을까?
뭔가 사람들이 건강에 대해 걱정하지 않아도 되는 세상말이야 하하,아하 그거는 진짜 천국이지 하하
뭔가 아주 먼미래에는 그럴수도 있지 않을까 싶어 하하,하하 그거는 진짜 최고의 소원인거같애
데이터가 그만큼 많이 쌓일테니까 하하,응응 하하 근데 정작 나는 약을 마니 안챙겨먹지 ㅋㅋ
너무 챙겨먹어도 내성이 생기니까 하하,하하 마자 적당히 챙겨먹어야좋은거같애
트루먼쇼 본적있지?,굿모닝 굿애프터눈 굿이브닝! 이거 ㅋㅋ
만약 그 주인공이 나라면 어떨 것 같아?,나도 몰래 도망갔겠지?
하하 완전 무서울 것 같아,트루먼쇼도 진짜 참신한 영화지
맞아 옛날에 어떻게 그런 생각을 했을까?,맞아 옛날 영화들 중 명작이 참 많아
하하 맞아 명작 다시보기 고고!,웅웅 넷플릭스로 찾아보자
짐캐리가 또 연기를 잘하기도 했어 하하,짐캐리도 재밌게 잘하지 하하
교통비 점점올라,지하철 요즘 1250임 ㅋㅋ
정치인들 지들은 안타니까 막올림 얼만지도 모르면서,옛날엔 버스비 200원이었는데
너무 비싸 너무ㅜㅜ자주 오른단 소식 듣는듯,KTX 가격도 올라감 ㅋㅋ
200원 너무 옛날 아님 엽전수준인데,나 초딩 때만 해도 이백원이었는데 ㅋㅋ
너무비싸 진짜 난 그지인데,교통도 함부로 못타는 시대가 올지도
초딩때 버스 탈 일이있었어?,초등학교 두정거장 버스타고 다님 ㅋㅋ
거기비안오냐?,비 ㅡㅡ 온다. 짜증나게 부슬부슬 엄청 많이옴
여기도 ㅋㅋ 오다 그치다 오다 그치다 난리야,올거면 시원하게 내리던지 ㅋㅋ/부슬오니까 짜증나
그러니까 ㅋㅋ 확내리던지 오지말던지 안개마냥 흩날리네,응 거기도 그렇나? ㅋㅋ
엉 ㅋㅋ 아까부터 비많이 온댓다가 하나도 안오다가 난리야,응 부슬오는데 양이많아서 젖어 후.../우산도 없는데
난 아까 비 많이 온대서 치과에 잇던 우산챙겻는데 나오니까 안오더라 ㅋㅋ,ㅋㅋ 기상청 직원 나온거보니까 짠하던데
근데 좀 너무날씨를못맞추긴해...심해,웅 열심히 분석은 하던데 ㅋㅋ
무한도전 다시 보고 싶다,나두나두!/옛날에 진짜 재밌게 봤는데
너 그 나는 자연인이다 편 봤어?,오 그게 뭐지?/나 웬만한 에피소드 다 봤는데/매주 챙겨봐서 ㅋㅋ
정준하가 머슴으로 나온 편,아 나 기억 안나 무슨 편이지 ㅋㅋ/박명수는 무슨 캐릭터였어?
왜 산속에서 삼시 세끼 밥만 지어먹은 편,아 기억 날듯말듯한데 짝 편이랑 섞여서 헷갈린다 ㅋㅋ
박명수? 악덕 지주 자연인이었어,앜 ㅋㅋ 말만들어도 웃긴데/하와 수 조합 너무 웃겨
맞아 너무 웃겨,나는 그 모내기 특집 진짜 웃다가 토할뻔했자나/이상순이랑 결혼하더니
스쿨오브락 봤었나?,오 나그거 아직 안봤다?
하하 오 진짜 안봤어?,웅웅 대충 하이틴이라는거만 알아
하하 오홍 완전 잭블랙 연기 대박인데!,잭블랙이 교사로 나오나 하하
하하 맞아 애들도 다 연기 잘해서 볼만 한 것 같아,거기 또 유명한 배우 많나 하하
하하 음 아역배우들이라 난 잘 모르겠네,뭔가 들어본 적 없을 것 같아
하하 기회되면 꼭 같이 보자 하하,구래구래 그거도 재밌겠당
대중교통 환승이 있어서 좋아,맞아 ㅋㅋ 일본은 환승 안됨
헐 충격적이네 다른나라도 그런가,대부분의 나라가 환승 안될걸
천재네 그거 반대가 많았을 듯한데 어떻게 했대,지하철 타고 다닐 일이 없어서
여긴 비와ㅜㅜ많이와,헐 우리 엄청 쨍쨍해 ㅋㅋ
아 진짜? 출근하면서 양말 다 젖었어ㅜㅜ,엄청 많이 오는가보네. 좋겠다 ㅋㅋ
ㅋㅋ 난 싫어... 어제 온걸로 족하다... ㅜㅜ 비오는날 찝찝해서,마자 창큰 안에서 보면 운치있어서 좋지만 실제로 다 젖으면 찝찝하지
응 집에 잇을때만 비오는거 조아 ㅋㅋ,비 올 때 창 큰 카페에 가고 싶네. 캬~
ㅋㅋ 집에서 빗소리 들으면 고요하니 좋지,웅 응응 습하네 ...^^
ㅋㅋ 비오는날은 습하제ㅜㅜ,응 ㅋㅋ 제습기랑 에어컨 제습 풀로 트는중ㅠㅠ
가정 폭력은 진짜 나빠,폭력은 되물림 된다는 게 너무 슬퍼
때리는 것도 맞아본 놈이 때린다고 그런 말이 있대,가정에서의 상처가 평생을 좌우하잖아
이런 게 아직도 사회에서 해결하지 못했단 것이 비통해,맞아/나는 나중에 아이들을 위한 봉사하고 싶어
나는 그런 봉사하는 사람 지원할래,돈 많이 벌어서 지원해줘
그리고 음식 무료로 나눠주는 봉사할 거야,아이들이 세계 음식을 접하도록 쌀국수나 파스타가 좋을 것 같아!
비타민같은거 매일 잘챙겨 먹어야 할거같아,오 요즘 어떤게 안좋아...!
나이가 들면서 하하 점점 그런 부분이 필요한 것 같아,나는 요즘 소화가 안되더라구ㅠㅠ
특히 소화기관? 쪽이 안좋은거같아,뭔가 계속 얹힌거같애
지금도 계속 그래?,웅 체한 느낌이 지속된달까...?
난 이제 괜찮아졌는데!,약간 사랑니 약 부작용인가 싶기두하구
사랑니 부작용도 있어?,백신 맞고 사랑니를 바로 빼서 그런가ㅠㅠ
월요일이 사라졌다 영화 알아?,하하 오호 알지알지 왜?
소재가 참신해서 기억이 나네 하하,월화수목금토일 캐릭터가 있자나 하하
맞아 하하 근데 결말은 그냥 그랬어,하하 아주 신박한 영화였지 킬링타임으론 굿
웅웅 가면서 좀 내용은 아쉬웠지만 하하,하하 어떤점이 아쉬웠는데
뭔가 죽는 과정들이 허무했어서 하하,하하 아하 그렇고만! 그건 나도 그랬어 하하
하하 그래도 교훈은 있었지,하하 맞아 교훈이 있는 영화였오 하하
엊그제 마트에서 사온 애호박으로 애호박전 해먹으려고 ㅋㅋ,ㅋㅋ 오 나도 어제 애호박전 먹었는데~
아따 맛있다... 갓 해먹으니까,오 ㅋㅋ 역시 모든 갓 해먹어야돼 치킨도
진짜 ㅜㅜ 뜨거울때 먹는게 제일이다,ㅋㅋ 애호박전 진짜 달달하니 맛있지
밥 먹고 먹은건데... 순삭이네요,ㅋㅋ 다음날 먹으면 또 맛 달라지니까
근데 전만 먹어,아 호박무침? 새우젓 넣고 그런거?
어 ㅋㅋ 그냥 데쳐서 무친 ㅜㅜ 뭔가 그 물렁한 식감? 잘 못 먹겠어 ㅋㅋ,ㅋㅋ 맞어 나도 대량으로 해놓고 냉동에 넣어놨더니 물컹 하더라 식감이
그치 뭔가 물컹 ㅜㅜ ㅋㅋ 선택적 호박 먹는 사람 ㅋㅋ,ㅋㅋ 애호박전 나도 전에 했다다 동생이 싱겁다해서 이번에 소금 범벅했다니 짭짤하니 아주 ㅋㅋ 맛나더라
아 ㅋㅋ 웃기다 소금 범벅 ㅜㅜ,싱거운것보다 짠게 좋은 1인
니맛도 내맛도 아닐바에야 ㅋㅋ,밥에 먹으면 덜 짜요! 라고 위안하기
인터스텔라 나 영화관에서 봤는데 하하,하하 오호 인터스텔라 진짜 신박하지
되게 긴데 안길게 느껴지더라구 하하,하하 맞아 다시 보고 싶다!
크리스토퍼 놀란 감독은 진짜 대단한 거같아,하하 진짜 놀란 감독 날 놀라게 만들었어!
ㅋㅋ 볼 때마다 뭘 배우는 느낌이라 좋아,하하 맞아 볼거리도 좋고 하하
그 테넷도 진짜 잘 만들었다 했는데 하하,테넷도 두번봐야해 하하
히히 그건 한번 또 보자,하하 좋아 테넷 두번보기 고우!
오늘 카페 가서 뜨거운 커피 시키다... ㅋㅋ,오 ㅋㅋ 나는 탕비실 커피에 어제 커피빈에서 산 휘낭시에로 간단한 모닝 식사
오 ㅋㅋ 아침 든든하다 점심 뭐 먹어?,점심...오봉도시락에서...광주도시락.../안 봐도 또 제육볶음 2종에다가...김치에다가...밥 엄청 많이일 듯 하하 ...하하
아아 도시락 ㅋㅋ 아 오늘은 광주야? 부산에서 ㅋㅋ,ㅋㅋ 어 오늘은 광주로 가셨네.../육개장 내일 시켜준다고 했는데.../오봉도시락 매장에서 육개장 재료가 어제 들어와서 내일은 안 되고...모레 된다네?
엇 ㅋㅋ 나 오늘 육개장인데 ㅋㅋ,ㅋㅋ 오 육개장...뜨끈하니 맛있겠다...
늘 시키던 곳...ㅜ 빨리 먹고 싶다 좀 추워서,나도 뜨뜻하게 어묵국물 티백 좀 탔다
오 어묵국물 좋다 ㅋㅋ 텀블러에?,ㅋㅋ 어 맞어 ㅋㅋ 마지막 어묵국물티백이다.../당근마켓에서 산 거
맛있지 뜨끈하니 ㅋㅋ 도시락이랑 딱이다,ㅋㅋ 김만 3세트 먹었어;/원래 주는 김 하나랑 내가 집에서 가져온 김 2개
야 아까 오인격 랭킹전 같이한 애들 뭐냐?!,"그니까 완전 못해 ,"
아니 샤먼이 정말 답이 없어.,맞아 구하러 와야되는데 오지도 않고 !
도대체 이럴꺼면 랭킹전을 왜 하는거야!,아까 탐사원은 시작하자마자 잡혔잖아
"와, 나 아직도 화나. 그냥 게임도 아니고 랭킹전인데!","힘들게 티어올렸는데 걔네때문에 티어 떨어졌어 ,"
"나도, 내 티어 겨우 올렸는데 또 떨어졌어...",이제부터 랭킹전 하지말까
아니야 그래도 우리 티어 더 올려서 5까지는 가봐야지!,그래 그러자 !
뮤지컬 보고 싶어,나두 나두
아 지킬 아직 이차 캐스팅 안 나왔지,웅웅 아직 안나왔더라/프랑켄도 안나왔지?
박은태 대체 뭐 하려고 이렇게 조용하지?,내말이...도대체 뭐할라고...
응 안 나왔을걸?,빨리 차기작 주세요...
그니까차기작이라도 빨리 좀 알려 주지,내말이...언제 알려준댜...
뭐 대단한 거 할려고 이렇게 비밀로 해?,보통 하나 끝나기 전에 알려주지 않았나?
그니까 매번 그랬는데…,아 기다리느라 지친다잉
점심먹고 빵집들러서 산 초코스콘 지금 먹는중 ㅋㅋ,오 초코스콘 맛잇어?
아 초코스콘아니고 그 뭐냐... 빵 가생이부분 뭉쳐서 튀긴거... 비스켓?,오...동네 빵집에서 산거야? 초코스콘?
아니 점심먹고 사무실 위에 빵집에서 ㅋㅋ,아아 회사근처 빵집 ㅋㅋ 스콘 좋아한다 나도
초코칩이 너무 달아서... 먹다 중단 ㅜㅜ,아 아메에 먹으면 그나마 나은데 ㅋㅋ/아까 오후 4시 쯤에 아메 먹었다
그니까 ㅋㅋ 너무 늦게 먹었다 간식을 ㅜ,ㅋㅋ 아 배고픈데 야근해서 힘들다.../빨리 집가서 똠양쌀국수 먹고싶은데
아 ㅜㅜ 야근... 오늘 똠양이구나 저녁 ㅋㅋ,어어 ㅋㅋ 아이디어스에서 샀다 똠양꿍 밀키트
와 ㅋㅋ 똠양 쌀국수... 안먹어봤지만 맛있을거같다 국물 진해서,너도 좋아할걸 500퍼 ㅋㅋ/똠양꿍 좋아하면 좋아한다 이 밀키트
아 궁금하다 ㅋㅋ 밀키트 진짜 요즘 잘 나와서;,그니까 스키야키도 추천드리고요.../아이디어스 밀키트 만족합니다 아주
박은태 지킬보고싶다,나도... 더웨이백이 너무 듣고싶어...
앙리도 보고싶다,나 프랑켄 못사라서 진짜 보고싶은데...이번에 안오려나?ㅠㅠ
그니까 이번에 꼭 하면좋겟는데ㅠ,그니깐...약간 못봤던거 도장깨기 하고싶은데...
나도나도 ㅋㅋ,새로운거 하는거도 좋긴한디ㅠ/막 사람들이 좋았다고 했던거 나도 보고싶엌 ㅋㅋ
그니까 늦덕은 어쩌라고요...,저는 이제야 돈이 좀 생겼는데... 쓰려고하니까 왜 안하시냐고요ㅠ
저는 아직도 거지지만 하면 볼건데요...,저도 거지긴 한데...한두번은 볼 수 있으니깐요...
아침부터 과장님이랑 지에스 털고왔다,오 ㅋㅋ 아침부터 뭐 털어왔어
과장님은 회장님 냉장고 채울 음료수랑 박카스 사고 나는 우리팀 먹을 샌드위치랑 오렌지쥬스랑 커피 ㅋㅋ,아아 ㅋㅋ 맛있는거 많다 ㅋㅋ 나는 카페와서 커피 ㅋㅋ
ㅋㅋ 어 편의점에 파스꾸찌 커피도 들어와있어서 첫도전해봤다,오 ㅋㅋ 편의점커피로 나왔구나 파스꾸찌꺼
그니까 그래서 2+1 행사로 팔더라 파스꾸찌 라떼랑 아메리카노...교차는 안돼...,오 ㅋㅋ 신제품이라 처음부터 행사시작이구나
1+1 제품도 있었는데 커피...남양주꺼여서 과장님도 나도 불매...,아 ㅋㅋ 남양꺼 ㅋㅋ 불매...나도 꾸준히 불매다
지금 델몬트 오렌지 과즙 먹는 중,그거 생각난다 일부러 상표 가리려고 빨대 붙어있는곳에 로고 썼던가?/막 로고 작게하고; ㅋㅋ
아침부터 에그샌드위치랑 오렌지 쥬스 먹어서 든든하다 벌써부터;,굿 ㅋㅋ 나는 커피 한잔으로... 물배 채워요
ㅋㅋ 점심은 우렁쌈밥 주문완료 오봉도시락,요 우렁쌈밥... 우리도 도시락 시킨다네 ㅋㅋ
자가용 갖고싶다,나는 요즘 새로 나온 차 갖고 싶어
운전하기 무서워 근데,캐스퍼라고 새로 나온 차 이름임
어떤 차인데?,소형차이긴 한데 디자인이 예쁜
이쁜 차면 더좋지,광고도 엄청 많이 해서 많이 보이더라고
교통수단이 편리하면 좋지,제일 편한 건 솔직히 자가용이지
대중교통은 힘들어서,맞아 대중교통 불편해
해리포터 시리즈는 언제봐도 재밌는거같아,맞아 시리즈물 중 최고 아닐까?
웅웅 진짜 세계관이 장난아니야...,하하 모든 시리즈가 재밌었어서 하하
근데 확실히 감독이 중간에 바뀌면서 분위기도 바뀌더라,아 그래? 어떻게 바뀐거같은데?
그 마법사의 돌 그때는 되게 밝은느낌인데 가면서 좀 어두운느낌?,아아 맞아 그렇긴해 하하 난 약간 흑화한줄
ㅋㅋ 근데 난 오히려 잘 의도 한 거 같아,맞아 옛날 영화들인데 cg도 좋자나
웅웅 진짜 하나도 안어색해,크리스마스에 또 틀어주면 다 봐야지 ㅋㅋ
식후 바닐라라떼 아이스로 시원하게 마시는 중,나는 오늘 레몬 아이스티 ㅋㅋ
ㅋㅋ 오 상큼상큼 레몬~ 나 뺴고 다른분들은 다 달고나라떼,앜 ㅋㅋ 다들 아이스야?/오늘 나빼고 다 뜨거운거 마시더라
아 다들 아이스로 통일했어 ㅋㅋ 아직까진 아이스~,나도 아이스 ㅋㅋ 아침엔 바람 좀 부는데 점심엔...그래도 덥다
"나도 점심 쌈밥먹고 한바퀴 돌았는데 약간 후텁,, 그래서 아이스다^^",굿 ㅋㅋ 약간 습하기도 하고...
ㅋㅋ 아 도장찍으러 갔다가 과장님이 콜라 3캔이나 주셨다 ㅋㅋ,앜 ㅋㅋ 콜라를 3캔이나 어디서 ㅋㅋ
갑자기 냉장고에서 콜라를 꺼내주셨네,ㅋㅋ 당장 3캔 먹기는 힘든데 ㅜㅜ ㅋㅋ
상무님은 안드려도 트름 잘 하시는데; 주지말까봐;,아아 다른 과장님이시구나 ㅋㅋ 너네팀꺼 셋이 딱이지 ㅋㅋ 겁나 웃겨 트름
어렸을때 친구가 햄스터를 키워썽,나도 햄스터 키웠음 ㅋㅋ
헐 너도 키웠구나 그랬었지,로보로보스키라고 사슴닮은 애 잇어
뭐야 종류야?,샵검색 : #로보로브스키 햄스터/엄청 귀여워
색이 뭔가 사슴같기도 하다,스피드도 엄청나서 챗바퀴 돌리면 안보임
진짜 동구라미네,겁이 엄청 많고 순해
안보인대 ㅋㅋ 너무 웃김 ㅋㅋ,진짜 안보여 ㅋㅋ 실화임 발이 안보여
코로나 2차 맞았어! 하하,오오오 몸은 어때?
뉴스나 그런거 보면 더 아프다고 하던데 아직은 잘 모르겠어!,나도 잔여백신 주워야하는데ㅠㅠ
좀 큰일 난 사례들도 있다보니까! 좀 걱정되는게 있는 것 같아 ㅠㅠ,화이자가 특히 부작용이 있는거 같아서 무서워
맞아맞아 그 부작용이 심하지 않으면 괜찮을텐데 부작용이 있으면 나라에서 보상을 해주나?,아주 죽을 각오를 하고 맞아야해... 그건 모르겠옹
내가 뉴스에 나오지 않게 관리 잘해야겠다 ㅠㅠ,ㅋㅋ 웅웅 그러진 않을꺼야 우린 강해!
나중에 이거도 뚫려서 3차까지 맞아야되는건 아닌지 몰라 ... 확진자수보면,그그 2차 맞고나서 후유증 관리도 잘해야돼!
내가요즘 인형에 관심이 있는데 요즘 아이돌들인형이 그렇게 많더라,그 예전에 유행하던 귀여운 캐릭터로 만드는 인형?
그런거도 유행하고 도안이 엄청많은데,상어옷 이런거 입혀서 팔기도 하던데 ㅋㅋ
사람막 몇십명씩 몇뱅명씩 모아서 중국공장에 의뢰하나봐 ㅋㅋ,막 공구 형식으로 하는구나 ㅋㅋ
응응 그런거! ㅋㅋ,언니도 사려고?
아니 나는 안사지...,ㅋㅋ 그럼 언니가 관심있는 인형은 머양?
나는 하이큐인형 ㅋㅋ,ㅋㅋ 그것도 사람들이 막 공구해?
오늘 저녁 꽁치 아니면 고등어조림이다,오 ㅋㅋ 나도 집에 꽁치 통조림 있다
오 ㅋㅋ 꽁치 통조림 있구나 난 집에 없어서 마트 집가는길에 사가야해,두개 있는데... 요즘 다른 찌개 해먹느라 꽁치는 미뤄지고 있다 ㅋㅋ
ㅋㅋ 아 ㅋㅋ 간만에 생선요리...기대된다...^^,꽁치 통조림 맛있지... 찌개도 그렇고 ㅋㅋ 뼈도 그냥 먹더라
ㅋㅋ 맞어 뼈도 먹긴하던데 나는 뼈는 안먹는다...,가시라서 ㅋㅋ 먹으면 먼가 이질감 느껴져 ㅜ
맞어...빨리 퇴근하고 따끈한 밥에다 먹고싶다 생선조림,뜨끈한 밥에 생선조림 한조각?
그래서 약먹었어 물배 채움 ㅋㅋ,ㅋㅋ 아 ㅋㅋ 웃기다 나도 포카리 벌컥...
ㅋㅋ 그래도 너 4분뒤에 가는구나? 퇴근 푸드 뭐야 너는?,어제부터 6시 퇴근 하하/퇴근푸드 모르겠다 ㅋㅋ/뭔가 오늘 떡이 땡기는데... 떡라면?
떡라면? 그 편의점에서 파는 컵라면 말하는거야?,어 ㅋㅋ 그거 냄비에 끓여서 만두랑 떡 더 넣어서 먹었더니 맛있더라
지하철 풍경 하이라이트는 거기지,지상으로 다니는 지하철 이쁨
마포 홍대구간 한강이지,오 맞아 거기 이뻐
그런 지하철도있구나 본거같다,ㅋㅋ
아침에 거기 해비치면 눈부셔,지하로만 다니면 별로야
그러네,너무 캄캄하고
지하철 요금 너무 비싸,가격이 올랐어
너동물 뭐뭐키워봄?,난 팬더마우스 키워봤어 ㅋㅋ
팬더마우스가 뭐야?,샵검색 : #팬더 마우스/이렇게 생긴앤데
쥐야!?!?!쥐를 키웠어?,솔직히 쥐가 맞긴해 ㅠㅠ
헉 왜 쥐를 키웠어?,근데 팬더처럼 저렇게 검은 무늬가 있어
특이하다 처음봐키우는건,팬더마우스는 마트에서도 팔거든
이름은 팬더라고 지우면 되겠네,거기 주인이 오늘 안팔리면 뱀 먹이로 준다 그래서 데려옴 ㅠㅠ
버스타기 싫어,버스 너무 좋아 나는
난 고속버스 멀미해,고속버스는 싫어 나도
일반버스 멀미하는 애들 많더라,장거리는 싫어
너도 한다고 하지않았나,너무 힘들고 냄새남
난 자가용 냄새도 토해,맞아 고속은 멀미나
택시냄새 진짜 극혐,나도 차 냄새 너무 싫어
우리동네 밑에 개천이 있는데 개산책 개많이함,맞아 ㅋㅋ 어딜가나 개산책 많이해
맞아 흔히들 보여,진짜 요즘엔 나만 개 없는거 같더라고
냥이들은 산책하면 안된다더라,하도 많아서 진짜 ㅋㅋ
진짜 거기가면 동물키우는 사람 많구나느껴,고양이는 산책하기 힘들지
고양이는 특성상 그런거도 있지만 애초에 하면 안된대,근데 강아지 종류는 되게 한정적임 ㅋㅋ
그렇구나 그것도 그러네,말티즈나 포메가 대부분임 ㅋㅋ
이번에 아이폰 13 사전 예약 난리났더라고,웅 오빠는 왜 안샀누 하하
사람들이 그렇게 엄청 몰릴 줄 몰랐지 하하,아하 하하 근데 미국시장 말고는 거의다 삼성이 우세래
이번에 플립이 이쁘게 잘나왔어 하하,삼성이 미국 시장 겨냥해서 움직이고 있더라구 하하
삼성은 원래부터 글로벌 기업이었지 하하,근데 아이폰의 감성은 좀 넘사긴 해 하하
하하 그렇긴 하지 그 갬성으로 사람들이 사는거니까,아이폰 13은 카메라 조금 바뀐거만 큰 차인 듯...?
얼른 사전 예약 성공해서 폰 받고 싶다!,웅웅 나랑 같은 색으로다가 질러버려!
냥집사되고싶다,나만 없어 고양이
난 강지보다 냥파임,다들 있는데 나만 없어 ㅋㅋ
산책시키기도 귀찮음 개는,난 고양이가 덜 의존적이라 좋음
나도 없어 우린 프렌드야,원래 강파였다가 냥파됬다가
근데 강아지는 달려오는 맛이있어,요즘 다시 강파됨 ㅋㅋ
사실 키우기도 귀찮음,길에 하도 산책강아지 많이 보니까 강아지가 더 좋아졌어
언니 이번에 인터넷에 올라온 글 읽었어?,무슨 글이었는데 그래?
