req,res
나 그리고 진심 쏭싹 한국인인거 알고 깜놀...,쏭싹 연기 도랏슴 진짜 태국사람인줄 알았어
나도나도 ㅋㅋ,그리고 장룡이도 완전 웃기다곸 ㅋㅋ/롱~드래곤~
어 그 단발이 진짜 찰떡이야 ㅋㅋ,카포에라 했다면서 스텝밟는거 개웃김
진짜머린데 너무 가발같아 ㅋㅋ,그 스타일링이 찰떡이얔 ㅋㅋ
중학생 때 학교 생활 어땠어?,나는 되게 바른 학생이였지 ㅋㅋ
오 그때도 상벌점 있었나?,당연하지! 난 벌점 없었다
와우 완전 바른 학생이네,ㅋㅋ 근데 좀 다이나믹하게 살걸 그랬어
맞아 몰래 학교 나가도 보고 그래야되는데,웅웅 ㅋㅋ 지각하고 담넘고 그런거
ㅋㅋ 나는 해봤거든,오 재밌게 학교 다녔네 ㅋㅋ
강아지 유치원 어때? 보낼만해?,우리 애는 주에 두번씩 가는 중인데 나쁘지 않아
잘 적응하는 것 같아?,응응 갔다오면 항상 떡실신 상태야
거기서 엄청 힘 빼고 오나보다,사진 보면 맨날 댕댕로켓 쏘는 중 ㅋㅋ
보내는 게 맞겠지? 집보다 낫겠지?,나도 걱정 많이 했는데 훨 낫더라
열혈사제 왜 2탄 안 한대,아 내 말이; 왜 시즌2 안 해~!
김남길 더 늙기 전에 해야 하는데...,나 진짜 김남길 멋있다고 생각한 적 1도 없었는데 열혈사제에선 좀 멋있다고 생각 들었어
난 시즌 2 때는 열혈수녀도 나왔으면 좋겠어 개쎄고 싸움잘하는 다혈질 수녀님 있지,어 맞어 너무 멋있겠다 젊은 수녀님보다 조금 중년인데 개쎈 수녀님 나왔으면
어 인정 열혈사제에서는 좀 잘 맞는 옷 입은 느낌?,ㅁㅈㅁㅈ 잘 맞는 옷 같았어
어 나는 젊은 수녀님 생각했는데...존예 수녀님...,난 약간 완전 젊은 수녀님 말고 한... 한고은? 김성령? 이런 느낌 생각했지 되게 고상하게 생겼는데 개쎈 ㅋㅋ
뭐든 좋으니까 시즌2 해줘!,맞아 뭐든 좋으니까 시즌2 하라고~!/황철범도 깜빵서 나와가지고 뭐든 좀 해봐~! 황철범 못 잃어~
고등학교 때도 상벌점 있었지?,맞아 하하 나는 상점만 있었나?
오 역시 바른 학생이였군 ㅋㅋ,맞아 근데 나 몰래 화장하긴 했다
ㅋㅋ 대박 근데 못알아보신건가?,응 난 진짜 연하게 했거든 하하
오 그건 진짜 고수네 ㅋㅋ,웅웅 그래서 그 스릴이 있었지
ㅋㅋ 화장 걸리면 막 운동장 걷고 그랬는데,맞아 몇바퀴 돌거나 교무실 청소하거나
닭발 완전 깔끔하게 잘해 주셨어 리본도 달고 왔어,리본까지? 완전 강아지 공주님...
그래서 궁금해 어떻게 하길래 저렇게 피곤해하는지,보나마나 강아지들 유난일듯 ㅋ...
유난이 쩔긴 하지 강아지들이,엄살도 심하고
엄마 요즘에 밥 하기 너무 싫어,식구들 건강에 맞춰서 반찬 하느라 그렇죠?
그게 제일 힘든 거 같아,각자 자신의 식단에 맞춰 준비하라고 하는 건 어때요?
식구들끼리 어떻게 그러니,하지만 각자 몸 상태가 다른데 그거에 대한 공통점을 찾기가 많이 힘든 것 같아요
요즘엔 아침 식사 전에 보이차를 준비하려고 해,식사 전에 마시면 건강에 좋대요?
그렇다고 하는구나,보이차 효능이 대단하네요
가족들 건강 챙겨야지,항상 가족 건강 생각해서 반찬 준비해 주셔서 감사해요
나는 수녀님이 젊으면 좋겠는게,엉엉 왜?
싸움을 김남길보다 잘했으면 좋겠어,아 알지...개멋있지...그런거 알지...
그치 그리고 막 더 다혈질에 겁나쎄이런스타일 알지,알지 알지 완전 좋아하지 그런거 환장하지
그래서 십미호 수녀님이 신부님이 나아보인다고 그래줘야한다고,김해일 신부님보다 더 한 분이 오셨네요...(무기력) 해야됨 ㅋㅋ
아 벌써 목소리들린다고 ㅋㅋ,ㅋㅋ 귀에 들리짘 ㅋㅋ
꼭 동시에해줘야함,알짘 ㅋㅋ 나 그런거 겁나 좋아햌 ㅋㅋ 되게 클리셴데 재밋잖앜 ㅋㅋ
너 봉사 동아리 들어간 적 있나?,나 어렸을 때 해본 적 있어
오 얼마나 어렸을 때?,나 중학생 때만 해봤어 ㅋㅋ
아 그때 막 봉사시간 필수였잖아,맞아 ㅋㅋ 그때 활발히 했는데
ㅋㅋ 그때 친구들이랑 연락해?,시간이 많이 지나서 이름도 기억안나
ㅋㅋ 그건 좀 슬프네,그냥 명목상 하는 동아리 느낌이였지 ㅋ
약도 타왔는데 주사도 맞았음 ㅠ,감기 심각하대?
근데 심각한 건 아니래,심각한 것도 아닌데 주사 놨네?
코가 꽉 막혀있는 것 같은데 왜 안 심각하다 하는지,코 안막혀있대? 의사가 보기에?
뭐 기구로 확인했는데 괜찮대ㅡㅡ...,뭐지... 약 먹으면 빨리 낫겠지
뮤지컬 헤드윅있잖아,엉엉
무슨내용이야?,초반 부분 얘기해줘?
나 그거 유명한거만 알어,어떤거?
응 안볼거같아,아 헤드윅이 원래는 이제 동독에 살던 남자애야/그런데 이제 통일이 되고나서 독일에 온 미군 남자랑 사랑에 빠졌단말여
아니 그게 헤드윅이라는 뮤지컬이 유명하다는 그 사실만 안다구 ㅋㅋ,앜 ㅋㅋ/일단 사랑에 빠지면서 시작하는데
어 응응 여장은 왜해?,그래서 그 남자랑 같이 미국에 가려고 했는데 그때는 동성결혼이 안돼서 그 남자가 헤드윅을 성전환 수술을 시켜
초등학생 때 알림장 봤다?,오 그런 게 아직도 있어?
웅 나 그런 거 모아놨거든,ㅋㅋ 대박이다 숙제 잘해갔었어?
나는 잘한 편이였지 ㅋㅋ,숙제가 엄청 성대하진 않았지
맞아 ㅋㅋ 근데 그땐 너무 어려웠어,그치 그래서 막 참고서도 샀었는데
그거 원래 교사용인데 다들 많이 봤잖아,웅 최대한 안겹치게 봤는데 ㅋㅋ
막히기는 하나봐,그럼 강아지도 사람처럼 풀어야 돼?
그건 모르겠어 ㅠ 병원에서는 약 먹이라고만 해,그래도 심각한 건 아니나보네? 약만 먹으라하는 거 보면
근데 애가 숨을 못쉬듯이 켁켁대서 좀 문제야,걱정되긴 하겠다 에휴...
아니 무슨 사람도 아니고 코가 막히냐고ㅠㅠ,사람은 콧물을 뺄수나 있지... 강아지는 어떡하라고...
초등학교 다닐 때 학원 많이 다녔어?,학원은 많이 다녀본 거 같아 하하
주로 수학 영어 학원은 다녔지,웅웅 그거는 필수였지 하하
그리고 또 어떤 학원 다녔어?,나 피아노 학원 다녔어 ㅋㅋ
아 피아노도 거의 필수지 ㅋㅋ,웅웅 미술학원도 다니고 논술학원도 다니고
오 되게 많이 다녔었네 하하,웅 태권도도 있고 다양하지
"지금 한, 3일 된 것 같아",약은 남았어?
약 오늘만 먹으면 끝,그럼 병원 다시 가봐야하나?
전화해봣는데 일단 약 다 먹이고 하루 지켜보고 오래,근데 병원에서도 딱히 해줄 수 있는 거 없긴 할듯
맞아... 가봣자 또 약만 타겠지?,일단 지켜봐봐 따뜻한 물 마시게 하고
가을하늘이랑 겨울하늘 차이점이 뭐야?,그 특유의 느낌이 있는데
나는 계절 하늘 잘 모르겠던데,가을 하늘은 일단 색이 짙고
약간 남색에 가까운 색?,"맞아, 겨울은 더 맑아"
그건 눈 때문에 반사되어서 그런거 아니야?,그러게 그럴 수도 있겠어
아니면 온도랑 습도가 달라서 그런가,여하튼 느낌이 굉장히 다르단 말이지
너 초등학생 때 어떤 학원 다녀봤어?,나 어렸을 때 주판 배웠어.
와 주판 학원도 다녀봤어?,웅웅 나 학교 근처에 있어서 하하
오 수학 공부하는데 도움이 됐어?,웅 근데 난 암산이 빨랐어.
ㅋㅋ 주판 두드리기 전에 계산했어?,웅 그래서 더 성가셨달까 ㅋㅋ.
ㅋㅋ 그래도 대단하네 주판도 알고.,응 주판 소리 좋은데 ㅋㅋ.
나 얼마전에 앵무새 봤어,어디서?
나 동물원 갔다왔어,갑자기?
근데 거기 앵무새가 있더라고,그래서 말 걸어봤어?
근데 똑같이 말하더라고,근데 앵무새 자기 기분 나쁘면 말안한대
안하는 사람들도 있었어,그래도 언니꺼는 말해줘서 다행이네
요새 넷플릭스에 재밌는 드라마 스트리밍 해주는 느낌이야!,오 오빠 요즘 무슨 드라마 보는데?
아직 보지는 않구 또 재밌어 보이는 드라마들이 나온다 그래서~,그녀의 이름은 난노 알아? 재밌다던데
나 그거 알아! 태국 드라마 맞지?,친구가 무섭다고 추천해주더라/시험 끝나고 한번 보려고
주인공도 맘에 들고 하하,난 제대로 보려고 아예 리뷰도 처음만 보다가 말았어
아 그래? 나도 시험 끝나고 정주행 해야겠어!,그래 나도 보고나서 후기 들려줄게
너 올림피아드 공부해봤어?,당연하지 올림피아드 반이 있었지.
ㅋㅋ 대박 수학 좀 했네.,웅웅 올림피아드 근데 진짜 싫었어.
난이도가 완전 뛰잖아.,그니까 ㅋㅋ 영재는 아닌데 뭔가 했어.
ㅋㅋ 그래도 나가서 상은 받아봤어?,웅 나 은메달 받아봤어.
와 대박이다 그 메달 아직도 있어?,아니 초등학생 때라 버렸지 ㅋㅋ.
나도...면허 시험칠 때도 주차는 못 하겠더라ㅠ,응응 진짜 그게 약간 감이라는게 필요하더라고ㅠㅠ
그렇구나...내가 다른 거는 배우면 배우는대로 하겠는데 주차가 걱정이라ㅠㅠ,나도 처음엔 주차 진짜 걱정 많이 했는데 연습하니까 감이 늘더라
그래? 난 너무 못해서 많이 혼날 거 같아,아니야...초보운전인데 못하는게 당연하지ㅠ
응 아는데도 너무 뚝딱거리면서 운전할 내가 그려져ㅠ,나 되게 겁 많은데 지금은 운전 잘하잖아 너도 할 수 있어!
초등학생 때 수학경시 대회가 있었지?,웅웅 가을 겨울 쯤 에 항상 있었지 ㅋㅋ.
아 그때 되게 준비했었는데 ㅋㅋ.,나도 수학에 약간 부심이 있었어.
ㅋㅋ 금상 받았어?,나는 항상 실수해서 은상이었나.
오호 실수쟁이였네.,맞아 시험지 내고 맨날 짜증 냈어.
ㅋㅋ 그거도 진짜 추억이다.,그러니까 초딩 땐 공부도 재밌었어.
아휴 나는 무단횡단 좀 다들 안 했으면 좋겠어ㅠㅠ,그렇지? 나도 운전자 입장에서 겁나ㅠㅠ
응응 무단횡단하는 사람들 보면 꼭 급하게 가야하나 싶어 사고날까 겁도 나고ㅠ,그러니까 운전자 입장에서 아무리 급정지한다고 해도 무슨 일이 있을지 모르는데ㅠㅠ
그러니까 운전자들한테도 극심한 트라우마 생길 거 같아서 너무 걱정된다ㅠㅠ,아직 운전하면서 만나본 적은 없지만 주변에 무단횡단하는 사람들때문에 놀란 적 있다는 얘기들으니까 걱정도 되더라ㅠㅠ
아휴 운전자 입장에서는 더 그렇겠네...보행자가 보는 상황만큼이나 트라우마가 강할 거니까ㅠㅠ,응응 난 밤에 운전한 적은 없는데...내 주변에서는 특히나 밤에 무단횡단하는 사람 많다고 하더라ㅠㅠ
아무래도 차가 적게 다녀서 건너도 된다는 안일함을 가져서겠지?,응응 아무래도 그런 거 같아...그치만 차가 언제 어디서 올지도 모른다는 생각을 하고 신호를 지켜주면 좋겠어!
요즘 군인들이 우울증이 2배나 늘었대,헉 코로나때문이야...?
풀어진거랑 상관없이 심리적으로 우울한 사람이 많나봐,심리적으로 우울한 사람은 엄청나게 많아진거같아 ㅠㅠ/코로나블루라는 말도 나왔으니까...
그런데 군대안에서는 외상으로 나오는 치료만 치료하려 하나봐,그래서 어떤 지자체는 심리상담비용도 지원을 해주더라구/그렇구나 군대내에서는 내적인 치료는 어렵겠다...
고등학교 때 시험 공부 열심히 했어?,아 내신 공부 말하는 건가?
웅웅 하하 내신이나 모의고사나 하하.,나는 둘 다 엄청 열심히는 안 한 거 같아.
오호 왜그랬대?,ㅋㅋ 뭔가 하고 싶은 공부만 하고 싶었어.
아하 그럼 뭐가 하기 싫었는데?,음 사회 과목을 별로 안 좋아했어.
아하 생암기 과목이라서?,웅 그래서 시험 공부 거의 안 했지 ㅋㅋ.
프랑켄 무슨 은앙 씨씨앰? 나왔다는데,씨씨엠...? 그거 기독교 음악 아녀...?
어디 올라온거지 몰라 ㅋㅋ,씨씨엠이 뭐람 함 찾아봐야겠닼 ㅋㅋ/아 빨리 보고싶다고ㅠㅠ
표가 없는데요 머쓱,나 저번에 티켓팅한거 무통장 걸어놓고 깜빡하고 입금 안해서 취소됐잖아...진짜 멍청...
언제?,아니...무슨 단관이야~!
그니까 단관 개시러,취켓팅한거 우맄 ㅋㅋ
그때 잡았어?,그거 깜빡하고 돈 안넣었어ㅠㅠ 바보임/그 가생이 14열 잡은거ㅠㅠ
오늘 버스타고 가는데 차가 고장났어ㅠ,버스가? 어떻게 했어?
내리라고 해서 다른 버스 탔지 뭐ㅠ,도로에서 차가 멈춘 거야?
그건 아니고 정류장에서!,그래도 큰 사고 없어서 다행이다
그러게. 상상만 해도 끔찍해,지각은 안 했어?
응 다행히도ㅠㅠ,아침부터 액땜 했네ㅠㅠ
학창 시절에 단발 규정 있었어?,웅웅 중고등학교 때 다 있었지 하하
오 그 때도 있었구나?,웅 중학교가 특히 빡셌지 하하
맞아 중학생 땐 옷 규정도 빡세고,그러니까 ㅋㅋ 갓 초등학교 졸업했는데 ㅜ
지금 생각해보면 상당히 엄격했어,ㅋㅋ 중2병 안걸리게 할려고 그런거 아닐까?
ㅋㅋ 그렇게 생각할 수도 있겠넹,ㅋㅋ 그래도 규정을 어기는 재미가 있었지
아 지금 나 그거듣고있는데,어떤거?
위대한 생명창조의 역사가 시작된다 이거,오 누구 버전으로 들어?
박민성 오슷 올라와있네,오 박민성 버전이 가이드 버전 아니야?
마져 응응 근데 이거 들을때마다 빅터가사중에 엄청 연달아서 따따딱 말하는 부분있는데 여기 박사장이하면 진짜 잘할듯,일단 이번에는 은앙으로 보고 다음에 은빅 보고싶다
강약 조절 맛깔나게 해주는거 알지요 부분 대사까지 쳐서,알지알지 그거 진짜 너무 좋지~
맞아 다음엔 앙리는 못할듯...늙어서,ㅋㅋ 이제 빅터 할 나이야~!
너 학창 시절에 화장 했었어?,오 초중고 중에 언제?
음 모두다 하하,나는 고등학교 다닐 때 했어 ㅋㅋ
오 진짜? 중학교 땐 안했어?,응 그때 무서워서 그냥 안하고 다녔어
ㅋㅋ 착한 학생이였네,고등학생 때는 나름 스킬이 있었지
ㅋㅋ 티 안나게 하는거야?,웅 솔직히 되게 약하게 하긴 했어 ㅋㅋ
너 그때 남자친구랑 봤다한 영화 제목이 뭐였지?,나 최근에 본거는 싱크홀!
싱크홀도 재밌다고 하던데 넌 어땠어?,뭔가 그런 재난이 나에게 일어난다고 생각하니까 조금 무서운 느낌이 들었어...!
영화 같이 보자하려했는데 주말 시간 괜찮아?,응응! 이번주 주말은 시간 비어있어!
오 그러면 같이 범죄와의 전쟁 보러갈래? 친구가 봤는데 되게 재밌다고 하더라.,그럴까? 몇시 쯤이 편해 너는?
내가 돈 보내줄게.,토요일 1시는 애매하니까 3시 어때? 예매는 내가할게!
"오키! 토요일 3시로 알고 있을게, 그 때 보자!",응응 오키! CGV 앞에서 보자!
학창 시절엔 자리도 정해줬는데,맞아 ㅋㅋ 제비뽑기로 했는데
웅웅 그거 뽑는 재미가 엄청났어,맞아 누구 탓도 못하고 ㅋㅋ
자리 배치하는 방법도 참 다양했어,그치 ㅋㅋ 그 날이 제일 재밌었어
ㅋㅋ 대학생 땐 선착순이잖아,맞아 근데 그거도 그거만의 매력이 있지
근데 서로 말은 안해도 자리가 정해져있었어,맞아 앞자리엔 익숙한 사람들만 있어
삼촌네 강아지가 새끼 낳았더라,헐 몇마리나 낳았는데?
5마린가 낳았는데 졸귀임,진짜 귀엽겠다 어디 사셔?
경기도에 강아지 믹스견이야,똥깡아지네 완전 보고싶어
맞음 시고르자브종 똥강아지들,언제 한번 놀러가면 안돼?
이번 주말에 보러갈려구,야 나도 꼭 데려가
코로나 때문에 맘대로 놀지도 못하니까 불편하다.,뭐 어디 가고 싶은 데라도 있어?/맞아! 집순이면서!/그래서 어디 가고 싶은데?
ㅠㅠ안간지 너무 오래됐단말이야!,하긴 진짜 오래되긴했지.../20대 들어서는 가본 적 없나?/오! 좋아좋아
프레스콜 언제뜨죠,아니 할거면 빨리 올려줘ㅠ 너무 보고싶으니깐
안할리가 없는데,아니 인간적으로 해줘야지...
근데 이번에도 당연하게 서지영 묻음...,당연함. 와이프임
ㅋㅋ 쥔공 아닌게 어딘가 싶긴 한데,근데 양심은 좀 있는짘 ㅋㅋ 주인공은 안시키고 약간 비중있는 조연만 시키더라
양심은 있어서 누나역임 연인은 아님,벤허에서도 양심은 있어서 연인은 안시키고 엄마 시킴
ㅋㅋ 엄마는 인정이지,그치 아무래도 나이가 있으니깐~
너 교환학생 가봤어?,아니 나 안가봤어 하하
오 왜 안갔었어?,아 나는 그때 관심이 없었어 ㅜㅜ
아하 다들 대학생 때 많이들 가는데,마자 하하 지금 보니까 뭔가 아쉽더라구
하하 교환학생 준비할 게 많긴 하잖아,맞아 그리고 공부하는 과정도 좀 다를 거 같았어 하하
그거는 과마다 좀 다르긴 하겠다 하하,웅웅 하하 유학도 언제가 가고 싶긴 했는데!
대형견들 진짜 무섭지 않아?,아무래도 크기가 사람만하니까
몸무게도 나보다 많이 나갈거 같애,큰 애들은 그럴 수도 있겠다
쟤네들은 식사량도 진짜 많겠지,진짜 어마어마하게 많을껄?
와 식비 대기도 빠듯하겠다,먹는거 뿐이야 산책도 엄청 해야될껄
맞아 하루에 네다섯번은 나가야된대,가족단위 아니면 키우기 힘들어
내년 동계올림픽 중국에서 한다는데 실제로 가서 보고 싶다ㅜㅜ,어떤 경기가 그렇게 보고싶은데?/코로나 때문에... 괜찮을까?
언니! 스켈레톤 몰라?!,근데... 사실 나도 잘 몰라 하하/진짜? 몰랐어!
너희 집에 만화책 진짜 많더라!,어릴 때부터 만화를 좋아해서 하나씩 모았더니 많아졌어
나도 너처럼 만화책 집에 잔뜩 모아놓는 게 로망이야ㅠㅠ,이렇게 만화책 많으니까 이제는 어떤 만화가 있었는지도 기억이 안날 지경이야
ㅋㅋ 얼마나 많으면 기억까지 안날 지경이래. 부러워,이렇게 많은데도 또 사고 싶은 만화책이 생겼어ㅠㅠ
역시 욕심은 끝이 없는건가...,너는 어떤 만화 제일 좋아해?
나는 코난 재밌게 봤어!,코난... 대체 언제 완결 나는건지 답답해 죽겠어
ㅋㅋ 그래서 그런지 나도 어느샌가부터 안보게 되더라고.,나는 계속 결말 기다리면서 보고 있는데 ...끝나면 아쉬울 것 같기도 하면서 결말이 너무 궁금해...
너 대학생 떄 어땠어?,학교 생활 어땠냐고 물어보는 건가?
ㅋㅋ 웅웅 대체적으로?,음 나는 교수님한테 잘 보였지.
오호 적극적인 학생이였나?,웅 항상 앞자리에서 수업 들었거든.
와우 그럼 교수님이 아셨겠네?,옹 나는 모든 교수님이 다 잘 아셨지 하하.
그게 성적을 잘 받는 비법인가.,ㅋㅋ 그 중 하나라고 볼 수 있지.
우리 어렸을 때 부모님 따라서 마라톤 참가했었던 거 기억해?,기억나지...그 때가 몇 살 때더라?/그 빨간 옷입고 뛰었던 거 그거 같은데...?
나 그때 5살인가? 그랬는데 대회 나가서 완주했잖아~,난 이거 기억함./대회 끝나고 팥죽줬는데 먹고 토했음... ㅋㅋ/몰라... 나 그 뒤로 팥죽 잘 안먹어...
요새 볼 만화가 없네 ㅠㅠ,나도 예전보다는 만화 보는 개수가 많이 줄어든 것 같긴 해ㅠ
추천 해줄만한 거 있을까?,어떤 장르 좋아하는데?
"음 나는 액션 좋아하긴 하는데, 장르는 크게 안가려!",음... 요새 엄청 인기 있는 애니메이션 있긴한데!
어떤건데?,나의 히어로 아카데미아라는 애니메이션이야! 액션느낌나는 것 같아!
표지는 되게 재밌어보인다!,만화책도 있고 넷플릭스에서 애니메이션으로도 볼 수 있어!
오키! 자기 전에 살짝 보고 자야겠다. 땡큐,ㅋㅋ 내 취향이긴한데 너한테도 재미있으면 좋겠다
너는 교육과정 기억나?,아 나 고등학생 때 교육과정?
웅 입시 때 교육과정 하하,웅웅 나 때 많이 바껴서 기억나
헉 ㅋㅋ 그럼 공부할 때 힘들었겠네,맞아 재수할 때 좀 짜증났어
ㅋㅋ 그 시기에 많이 바꼈구나,옹 막 한국사 도입하고 이것저것 했지 ㅜㅜ
아하 그래도 잘 견뎠네,ㅋㅋ 그건 운이 좋았던 거 같아
나랑 배드민턴 치러 갈 사람! 손!,너 배드민턴 치러가게?/와... 언니 착한척 인성보소 ㅋㅋ
당연 다 되지않나? 뛰고 치고 근육 쓰잖아ㅎ,배드민턴 의외로 힘들더라?/다 같이 나가자!/어차피 다들 지금 하는 거 없잖아?
아 나 오늘 오징어 게임 봤어,오 다 봤어?
아니 4편까지,반 정도 봤구만?
재밌는데 뭔가 만화로 많이 본 거 같은 내용 ㅋㅋ,약간 뻔한데 그래도 뭐 볼만하지?
응응 도박묵시록 카이지 이런 거 생각나는 ㅋㅋ,다들 그 얘기 하더라 ㅋㅋ
아 근데 그 덕수 너무 싫어...,아 진짜 덕수 극혐이야~! 너무 싫어ㅠ
끝까지 별로야? 나 지금 줄다리기 보는 중이여,엉 끝까지 별로야 걔는 갱생불가야
나 군대에 있을때 발목 다쳐서 수술했는데 말 했나?,아니? 처음 듣는 얘긴데?
나 포병이었는데 분대장 교육 받으러 갔다가 거기서 나무판자 잘못 밟아서 나무판자가 부러졌는데 그대로 내 발목도 부러졌어...,헐... 많이 아팠겠네... 수술한거야?
군병원에서 수술 했는데 잘못되서 나와서 다시 했잖아... 하...,아이고... 많이 힘들었겠네 상처도 남았어?
모르겠어... 어차피 시간도 너무 지나서 그냥... 그러려니 하는거지...,안타깝다.../그래도 엄청 큰일은 아니여서 다행이다
요즘 후배들한테 연락이 많이 오네.,오호 후배들이 널 많이 좋아하나 봐?
ㅋㅋ 내가 애들을 잘 챙겨주거든.,하긴 네가 후배들한테 잘하긴 하지.
맞아 뭔가 같이 놀면 더 재밌더라.,완전 좋은 선배네 ㅋㅋ.
그런 셈이지 ㅋㅋ 너도 같이 볼래?,나도 좋긴 한데 애들이 어색해 하지 않을까?
아냐 다같이 만나면 더 좋아 하하.,그러면 나도 만나지 뭐!
청량리 재개발 되는거 알지?,응 거기 재개발 중이잖아
거기가 재개발되면 회기도 살기 괜찮아 질까?,집값이 좀더 오를 것 같아
그럼 월세도 더 오르겠네,맞아 지금 집을 사놓자
그래 그런데 요즘 집값이 너무 비싸,맞아 나도 원룸 갖고싶다
그니까 조그만한 집도 괜찮은데,그러게 다음에 하나 사야지
너 학교에서 토익 봤었어?,학교면 교내 토익 말하는 건가?
옹옹 대학교에서 보는 거 말하는 거야.,아 그치 난 매년 봤어.
오호 나 잘 안 봤는데 ㅋㅋ.,왜 연습하고 좋은데!
아 가는 길이 너무 멀어서 가기 싫더라.,그건 맞아 ㅋㅋ 더 피곤하더라.
웅 그걸 이겨내야 했는데 아쉽다.,하하 난 공짜니까 가서 토익 연습했지.
나 키워보고 싶은 동물이 생겼어.,갑자기? 그러면 어떤 동물?
고슴도치를 한번 키워보고싶어.,사람들 요즘 고슴도치 많이 키우는거 같더라.
맞아. 유튜브에서 본 적이 있는데 정말 귀엽더라.,맞아. 나도 봤어 진짜 귀여워.
근데 한가지 걸리는게 있어.,왜 어떤게 걸리는데?
냄새가 너무 심하다고 해서 그게 문제야.,그러면 좀 골치아프겠다. 냄새가 많이 나면 키우기 힘들지.
그 유희열한테 유재석이 쿠사리 주는거도 너무 웃겨,ㅋㅋ 그러다가 유재석이 유희열한테 이거 국제가요제 나가야된다고 거의 보이즈투맨이라고 하는거도 개웃김 ㅋㅋ
유희열이 자기보면 여자들이 헉헉거린다고 하니까 뜨거운거 드시고 있었겠지 이러면서그러는 거 기억나?,엌 ㅋㅋ 알아 진짜 개웃겨 그 유희열이 손 덜덜 떠는거도 ㅋㅋ
유재석 표정이랑 말투랑 제스처까지 너무 웃겨,맞아 진짜 웃곀 ㅋㅋ 그리고 환관창법이라는거도 개웃기다곸 ㅋㅋ
근데 진짜 완전 그거 듣고 나니까 그렇게 들려,맞앜 ㅋㅋ 그리고 막 유희열이 김조한한텤 ㅋㅋ '야 조한아! 너 내 성대모사 되게 잘한다!'하니까/자막으로 오랑캐 감성 막말로 전하는 감사인사 이러는거 개웃기다곸 ㅋㅋ
ㅁㅈㅁㅈ ㅋㅋ 그리고 유희열 가이드로 김조한이 부르니까 왜 이렇게 웃기냐고 자막으로 잊을만 하면 나오는 그놈목소리 이러고 ㅋㅋ,맞앜 ㅋㅋ 그리고 막 유희열이랑 김조한 둘이 같이 목소리 나올때 위에 유희열 자막은 막 흐느적거리는 글씨체인거 너무 웃겨 ㅋㅋ
근데 나 처음에는 유희열 만들었을 때는 그냥 괜찮았는데 김조한이랑 같이 들으니까 아 좀 충격,맞아 막 엄청 이상하진 않은데...? 했는데 김조한 화음 쌓을때부터 진짜 와...이랬잖아
우리집 근처에는 버스 타는 곳이 있어서 편한 것 같아,집 주변에 교통이 잘 돼있으면 편리해
맞아 그래서 여유를 부리게 되는 것 같아,집 근처에 지하철도 있어?
지하철이 훨씬 빠른 것 같아,버스는 시간을 잘 맞춰서 와?
아니 그래서 가끔 놓치기도 해,나도 그래서 지하철이 좋아
비행기 안 탄지 너무 오래됐어...,허허 요즘 하늘길이 거의 끊겼지 난 그래도 최근에 제주도 갈 때 탔었음 하하
아아 그렇구나 제주도를 비행기로 갔으면 단숨에 갔겠구먼,그치~ 그리고 시간도 얼마 안 걸려서 사람들이 많이 애용하지/요즘 하도 사람들이 비행기를 못 타니까 항공사에서 비행기 타고 한바퀴 도는 그런 코스도 만들었대 ㅋㅋ
허허 별난게 다 있네 신선하구먼,"그치 ㅋㅋ 근데 최근에 비행기 타보니까 어릴 때는 신나기만 했는데,/지금은 오 이거 떨어지면 어떡하지? 이런 생각도 들더라 좋으면서도 좀 초조했었음"
그렇지 그런 가능성 때문에 비행기 기술자들은 사전에 기본을 철저히 한다고 하더라고,응 뭐 그런 일이 자주 발생하는 건 아니지만 혹시나 하는 마음이 들긴 들었음 ㅠ/그래도 전반적으로 괜찮았어~ 멀리 가는 거면 기내식도 먹었을 텐데
아 기내식 그립다... 엄청 맛없지 않은 이상 기내식 먹는게 되게 좋은 추억인데,그니까… 언젠가 먹을 수 있는 날이 오겠지!
너 서포터즈 해본 적 있었나?,오 회사에서 하는 서포터즈?
웅웅 아니면 학교에서 하는 거,아하 난 둘다 안해봤어
오 왜? 너 그런거 잘 만들잖아,그치 그래서 자체적으로 해봤어
아 진짜? 계정 만들어서 한거야?,맞아 인스타그램에 게시물 올렸었어
오 완전 열정 가득이네,ㅋㅋ 한번 해보고 싶었어
너 지네 키우는 사람 본 적있어?,아니. 그런 사람은 본 적 없어.
그렇구나. 지네 좋아해?,아니. 진짜 정말 싫어해.
왜 그렇게 싫어하니?,다리가 너무 많고 그래서 징그러워.
그렇구나. 그런데 멋진 지네도 많아.,그래? 나는 그래도 지네는 거부감이 들어.
유튜브에 한번 블랙 기간티아라고 쳐봐 정말 멋있어.,알겠어. 한번 보고 올게.
역세권은 너무 비싼 것 같아,맞아 그렇지만 그럴만 해
집을 알아봤는데 다른 곳보다 점오배가 비싸더라고,그럼 가격 차이가 많이 나긴 하네
맞아 그래서 고민중이야,이사가려고 알아보는 거야?
응 맞아 계약이 얼마 안남았어,지금 사는 곳과 먼 곳으로 가야겠다
맞아 그래서 공부하기 좋은 곳으로 가려고,그래 더 고민해봐
오토바이 타봤어?,아니 나 타본 적 없어
나는 한두 번 타봤어,오오~ 오토바이 타면 왠지 시원할 거 같아
응 원래는 오토바이를 좀 아는 사람 뒤에 타기만 했었다가 실제로 혼자 운전도 좀 해 봤어,헉… 어떤 느낌이었을까
