req,res
언니는 산 타는 거 좋아해?,맞아 나는 운동 중에서 산 타는 거 좋아해
아 정말? 등산은 어디 어디 가봤는데?,집 앞에 간단히 산책할 수 있는 산은 매주 가는 편이고 지역 별로 산 몇 번 갔던 거 같아!
오 가봤던 산 중에 어디가 제일 높아?,익산에 미륵산이라고 거기가 젤 높았던 거 같아
거기는 몇 미터 정도 되는데?,등산 코스마다 다르긴 하는데 기억이 잘 안나 ㅠ
나는 관악산 가봤어 겨울 등산으로 ㅋㅋ,관악산? 어디에 있는 거야?/겨울 산행 힘들었겠다
서울에 있는 건데! 등산 초짜라서 힘들었어 ㅋㅋ,등산은 산책 겸 운동한다 생각하면서 해야 재밌는 거 같아
응응 맞아 나는 아무것도 모르고 가봤는데 위험했어,눈 올 때 등산하면 정말 위험하고 봄 가을이 좋은 거 같아!
그러게 여름은 또 벌레가 많아서 ㅋㅋ,맞아 ㅠㅠ 벌레 너무 싫어 땀도 많이 나고
언니가 제일 잘할 수 있는 게임은 뭐야?,음 글쎄 게임 안 한지 너무 오래인 걸?
그래도 어렸을 때 하던 거 있잖아 ㅋㅋ,아~ 학교 다닐 때 테트리스나 알투비트 했던 기억이 있어 ㅋㅋ
알투비트 나도 했었는데 ㅋㅋ 언니도 그거 좋아했어?,엉 알투비트 재밌었고 카트라이더도 했어
오~ 나도 ㅋㅋ 그중에 어떤 거 제일 잘했어?,나는 테트리스를 제일 잘했어 ㅋㅋ 절대 신이었다구
ㅋㅋ 우와 그건 오락실 가서 한 거야?,아니 한게임에서 있었는데 지금은 없어졌어 ㅠ
그치 한게임 사이트 자체가 없어진 것 같던데 ㅠㅠ,헉 진짜? 한게임에 재밌는 거 많았는데
응응 나도 ㅋㅋ 플래시 게임 많이 했었어,나도 그런 게임이 재밌더라구 ㅋㅋ/게임엔 흥미가 별로 없지만 그런 오락 게임은 좋아해
그치 ㅋㅋ 빨리 끝나기도 하고 가볍게 할 수 있어서 좋아,맞아 ㅋㅋ 그런 게임이 재밌어 넌 게임 잘할 것 같다
언니 혹시 강릉 여행 가본 적 있어?,응응 난 한번 가봤어! 강원도
혹시 추천할 관광지 있어?,나는 친구들끼리 펜션 잡고 펜션에서만 놀았어!
아 정말? 펜캉스 그런 건가? ㅋㅋ,엉 코로나 겹쳐서 어디 돌아다니지는 못하고 친구들끼리 소소하게 놀았어 ㅋㅋ/넌 강릉 어디 가봤어?
나는 다음 주에 처음 가봐 하하 기대 중,이야 좋겠다 누구랑 여행 가?
"나는 남자친구랑 가려고! 오랜만에 만나거든 하하,",오~ 보통 남자친구 만나면 여행 가는 편이야?
웅웅 맞아 ㅋㅋ 타지 사람이라 우린 여행을 자주 다녀!,추억이 되게 많겠다 남자친구 만날 때마다 설레겠는데?
오랜만에 봐서 설렐 것 같아 ㅋㅋ 여행도 좋구 ㅠㅠ,맞아 여행은 항상 설레지 ㅠㅠ/나도 여행 가고 싶다
맞아~ 언니는 여행 계획 아직 없어?,시국이 이래서 어디 갈지도 고민이야 ㅠㅠ...
내일 여기는 비 온다는데 언니는?,맞아 전국적으로 비 온다는 거 같아 오늘도 흐려~
그러게 ㅠㅠ 비 오는 날에 집에나 있어야겠어 ㅋㅋ,집에 있을라구? ㅋㅋ/너는 비 오는 날 좋아해?
"음 아니! 나는 해 뜨는 날 좋아해, 꿉꿉해서 싫어 ㅠㅠ",난 비 오는 날도 좋은 거 같아/빗소리 듣는 거 좋아해
비 오는 날에 카페 가는 거 좋아하겠다!,비 오는 날 빗소리 들으면서 파전에 막걸리 먹는 거... ㅋㅋ
헐 ㅋㅋ 나는 아직 그 감성 따라잡기 힘든 걸 하하,근데 지금은 비와도 막걸리를 못 먹으니 ㅠㅠ...
"그치, 나중에 애기 낳고 꼭! 다시 즐겨",ㅋㅋ 맞아 나는 계절에 따라 마음도 싱숭생숭 하는 거 같아
아... 지금 마음이 싱숭생숭 해? ㅠㅠ,아니 계절이 바뀌는 시즌이라고 할까? 봄에서 여름? 여름에서 가을? ㅋㅋ...
아하 계절이 넘어갈 때 그렇구나!,맞아 ㅋㅋ 난 갈대 같은 여자지
북한이 또 미사일 쐈다고 하네 ㅠㅠ,헐? 또 갑자기 무슨 도발이래?
오늘 오전에 단거리 미사일 발사했대,북한은 매일 미사일 던지는 거 같아 무섭다
그치 ㅋㅋ 진짜 뜬금없이 던져 ㅜㅜ,북한에서는 그렇게 계속 던져서 방어를 하는 거 같아
맞아 근데 이번엔 단지 실험이었대,맨날 실험하는 거 같아/북한은 핵 만드는 게 일이지 뭐
그러게 다행히 폭격 목적으로 쏜 것 같진 않아!,그러면 다행이지 그래도 아직까진 우리나라 살만해...
응응 미군이랑 같이 어떻게 대응 하는지 지켜봤대,우리나라 지켜줄 동맹 국가가 많아서 좋아
그러게 그래도 이런 도발은 좀 ㅠㅠ,넌 뉴스를 자주 보는 편이야?
응 나는 항상 네이버 뉴스 아침마다 봐 ㅋㅋ,"와, 대단하다 ㅋㅋ 사회 경제에 관심이 많구나!"
미국에 살인 사건이 전년 대비 엄청 증가했대!,헉 미국에서 코로나 때문에 심해졌지!
맞아 ㅠㅠ 총기 사고가 엄청 나다고 하더라,무서워 진짜 총기 사고... 한 방이잖아...
응응 그만큼 사상자도 많이 나온 것 같아...,방탄차를 타고 다녀야 하나 싶을 정도래
다들 코로나 때문에 외상 스트레스가 큰 가봐 ㅠㅠ,아무래도 그러지 않을까.../우리나라도 코로나 때문에 자살하는 사람들 많잖아
"그치, 근데 만약 총기 소지가 가능 했다면 큰일 났을 것 같아",외국은 항상 무슨 일을 하든 대범한 거 같아 CCTV도 다 있는데 어떻게...
"그러게, 인구가 다양하고 많아서 그런가?",무서워 내 친구도 인도에 사는데 총 들고 다니는 사람들 많대
"인도도 그런 치안 안 좋다고 하잖아,",맞아 그래서 친구가 엄청 걱정하더라고 무섭다고
친구는 한국으로 다시 입국 안 한대?,남편 회사 때문에 해외 파견 나간 거라서 아마도 계속 있을 거 같아 ㅋㅋ
언니 요즘 유행하는 네일 뭐가 있을까?,음 유행하는...?/이제 가을이니까 베이지 컬러 쪽으로 하는 게 어떨까?
버건디 브라운도 괜찮을려나? ㅋㅋ,버건디 너무 좋아 버건디 색깔 이뻐!/갑자기 나도 네일 하고 싶어지네
저번에는 호박네일 이라고 시럽? 같은 느낌이 유행했대!,아 진짜? 나는 네일을 자주 안 하다 보니까 유행은 잘 모르겠더라고.../샵에 가서 이쁘게 해주세요~ 이랬던 거 같아
아 정말? ㅋㅋ 그것도 좋은 것 같아,그러면 네일샵 언니가 항상 이쁘게 해주더라고 ㅋㅋ 네일은 힐링이지
그치 ㅋㅋ 가끔 그런 걸로 스트레스가 풀린단 말이지~,나는 나중에 시간 있으면 네일 자격증도 따고 싶더라고 손재주는 없지만...
아 정말? 한번 배워 보는 것도 좋은 것 같아!,맞아 손재주만 있다면 ㅋㅋ/난 요즘 염색하고 싶더라고
오~ 어떤 색으로 하고 싶은데?,검정색으로 ㅋㅋ 나는 항상 검정색으로 염색하거든... 좀 희한하지
오 오징어 먹물로 하는 거야?,맞아 완전 까맣게 ㅋㅋ/맨날 미용사 언니가 뭐라고 해 아깝다고
몸살 날 것 같은데 병원은 가기가 싫어 ㅠㅠ,요즘 환절기라서 건강 유의해야 해/나는 비염이 다시 생겨서 죽을 거 같아
그러게 비염은 관리를 어떻게 해야 해?,비염은 방법이 없어 약 먹어야 해/안 그러면 머리도 아프고 콧물 때문에 재채기도 나오고
아하 언니도 약국에서 약 사다 먹어?,어! 환절기마다 항상 비염약 먹는데 임산부여서 약 먹기는 꺼려져서 안 먹고 있어 ㅠㅠ
그러게 약 먹는 것도 조심해야 해서 ㅠㅠ 아프지 말아야 해,나는 조금이라도 아프면 바로 병원 가는 타입이야 ㅋㅋ/크게 아프기 싫어서 주사 맞는 것도 싫고
"아하, 나는 병원을 가고 싶은데 갈 시간이 안돼서 ㅠㅠ 못 가는 중",헉 어디 아픈 곳 있어?/약으로 괜찮아지면 약국은 가봤어?
요즘 무리를 했더니 몸살이 날 것 같아 ㅠㅠ,따뜻한 물 자주 마시고 몸살 약 먹고 푹 자야겠다 ㅠㅠ
"응응, 쉬고 싶은데 잘 안되네 ㅠㅠ",요즘 야간 진료 하는 곳도 많은데 치료 꼭 받고 쉬어
야간 진료 하는 곳도 있어?,요즘 도시 같은 곳은 야간 진료 가능한 곳도 있어 찾아봐!
쿠팡은 추석에도 배송이 빠르더라!,아 정말? 거긴 추석에도 오는구나 나는 추석 지나고 왔는데
새벽 배송 받았어!,나도 새벽 배송 받아 보고 싶다/여긴 아무래도 지방이어서 새벽 배송은 안 오는 거 같아.../나도 추석 전에 배송 시켰는데 지나고 왔어 ㅠㅠ
아 이게 지역마다 조금씩 다르구나 ㅠㅠ,맞아 도시는 아무래도 더 빠르고
"그런가 봐, 나는 쿠팡맨 안 쉬는 거 보고 놀랬어",쿠팡맨들 불쌍해 진짜 우리 친오빠 친구도 쿠팡맨 했었는데 살이 20키로 빠졌더라고
"헐, 나도 전에 쿠팡에서 일했는데 너무 힘들어서 주문을 잘 안 해 ㅋㅋ",헉 쿠팡에서 일했었어? 야간 알바야?
응응 포장하는 야간 ㅋㅋ 그래서 인지 힘든 걸 아니깐 쿠팡은 안 시키게 돼!,우와 대단하다 포장 주문 엄청 많지 않아?
"맞아 ㅋㅋ 진짜 거래량이 대박이야, 특히 신선 식품 ㅠㅠ",역시 쿠팡이 대세네 대세야 ㅋㅋ
"응응 진짜 빠른 건 인정 해줘야지,",그렇게 일 하시는 분들이 있어서 새벽 배송이 가능한 거지 ㅋㅋ/근데 가끔 박스 거즘 다 부셔서 오기도 해
요즘 넷플릭스에 오징어게임 핫해!,헐 봤어? 나 오징어게임 보고선 재밌기는 한데 무서워서 못보겠어
맞아 ㅋㅋ 근데 너무 징그럽고 잔인해서 ㅠㅠ,진짜 애기 재워 놓고 새벽에 보느라 너무 무서워서 보다가 껐잖아
헐 어디까지 보고 잤어?,2회 보다가 껐어... 제대로 잘 보지도 못했지만
"그치, 너무 잔혹하고 무서워 근데 볼만했어",너도 봤어? 넌 몇 회까지 봤어?
나는 9화까지 다 봤어 ㅋㅋ 최대한 잔인한 부분 건너뛰고,우와 9회까지 다 봤어?/강심장이다 진짜 ㅠㅠ
"엉, 무섭긴 한데 정말 재밌어 하하,",오징어게임으로 피해 입는 사람들이 많대 전화번호 유출돼서
"내 말이 그것도 생각 못했나, ㅋㅋ",너무 무서워 진짜 핫해서 보긴 했지만... 다 보지는 않을 거 같아
나중에 남편이랑 같이 봐봐 하하,남편은 재밌다고 보는 중이야 계속 ㅋㅋ
어릴 때 무슨 만화 좋아했어?,나 어렸을 때 뭐 봤더라...? ㅋㅋ 기억이 안나
아 그래? 음 혹시 검정 고무신은?,아 검정고무신 봤어!/근데 어릴 때 맨날 놀이터 가서 노느라 티비를 잘 봤어/엄마가 맨날 나가서 놀으라고 했거든...
"아하,! 나는 제일 기억에 남아서 검정고무신 ㅋㅋ",아 ㅋㅋ 검정고무신 재밌지/나는 만화보다 영화를 더 좋아하는 거 같아
그래? ㅋㅋ 어릴 때 영화를 더 자주 봤어?,웅 영화 비디오가 있었는데 디즈니랜드 봤던 거 같아
헐 비디오테이프 ㅋㅋ 정말 찐 추억이다...,ㅋㅋ 진짜 비디오테이프 오랜만이지/집에서 맨날 엄마가 비디오 틀어주고 그랬어
특히 알라딘 존잼 ㅠㅠ,맞아 알라딘 ㅋㅋ 디즈니랜드 말고 또 있었는데 기억이 안 나네
나는 그거 니모를 찾아서 본 것 같아 ㅋㅋ,니모를 찾아서 오 기억난다/나 어렸을 때 센과치히로도 많이 봤어 ㅋㅋ
요즘은 테이프 없어 ㅠㅠ,맞아 나이 대가 비슷해서 그런 거 같아 ~
집에서 배달 음식 자주 시켜 먹어?,웅 우리 집은 엄마가 파업 한지 오래라 ㅠㅠ 거의 배달 시켜 먹어 ㅠ
오 부럽다 ㅋㅋ 우리집이랑 반대네 ㅋㅋ,나 김치찌개가 너무 먹고 싶어 ㅠㅠ
미쳤다 ㅋㅋ 나 오늘 아침 김치찌개였는데 ㅋㅋ,헐 진짜 부러워 ㅠㅠ 나 안 먹은지 몇 개월 됐는지 모르겠어 ㅠㅠ
어머님한테 한번 부탁 드려봐 ㅋㅋ,ㅋㅋ 해줄 거면 이미 해주지 않았을까? 안 해줄 거야 ㅠ
그래도 먹고 싶다고 한번 말해보면... ㅋㅋ 안되겠지?,ㅋㅋ 우리 집 와서 해주고 가면 안돼?/내가 배달 음식 줄게 ㅋㅋ
간만에 먹는 거라 밥 한 공기 뚝딱 했어,ㅋㅋ 부럽다... 나도 밥 한 공기 할 수 있는 입 있는데 ㅠㅠ
ㅋㅋ 일어나자 일어나서 오늘 실력 발휘 한번 해봐 ㅋㅋ,ㅋㅋ 나는 요리랑 거기가 너무 멀어서 안돼 ㅠㅠ
ㅋㅋ 김치 넣고 물 넣고 참치나 고기 넣고 간하고 끝  아닌가?ㅋㅋ,고기가 없어 ㅋㅋ ㅠㅠ 그냥 백반 사 먹을게 ...
마지막으로 비행기 탄 게 1년 전이야?,웅 작년 제주도 갔던 게 마지막 비행인 거 같아 ㅠㅠ
담주엔 1년 후 비행이네 ㅋㅋ,ㅋㅋ 웅웅 그래도 일 년에 한번은 나가고 싶어 ㅠㅠ 답답해...
맞아 답답해 ㅜㅜ 난 코로나 터지기 직전에 다녀오고 못 갔어 ㅋㅋ,맞아 사람들 대부분 그렇다더라 ㅠㅠ/이거 끝나긴 하는 거지?
그니깐 작년에도 이말 했었는데 올해도 바뀐 게 없어 ㅋㅋ,ㅋㅋ 맞아 사람들 그냥 희망 사항인 거 같아 ㅋㅋ 후
마스크 벗는 게 어색해,근데 또 막 급하게 어디 갈 때 마스크 끼면 너무 힘들어 ㅠㅠ
맞아 나 놓고 나와서 집에 몇 번 뛰어간 적도 많아,ㅋㅋ 나도 당근 하러 갔는데 뭐가 이상한 거야 ㅋㅋ/마스크 없어서 너무 놀랜 거 있지 ㅠㅠ
ㅋㅋ 그런다니깐 ㅋㅋ 놀래서 막 입 가리고 뛰잖아 ㅋㅋ,맞아 죄인처럼 고개 푹 숙이고 ㅋㅋ/우사인볼트 된다고 ㅋㅋ
그래도 오랜만에 비행기 타고 바람 쐬네 ㅋㅋ 잘 다녀왕,웅 그래서 백신 조금 땡겨서 2차 까지 맞았어 ㅋㅋ/조금 맘 편히 갔다 와야지
회사에서 회식 자주 해?,나는 지금 다닌 지 3개월 넘어가는데 딱 한번 했오!
오 첫 회식! 뭐 먹었어?,ㅋㅋ 대하 먹었어 하하 이번에 했거든 -!
대하랑 소주랑 먹었겠네,ㅋㅋ 나 술 못하잖아 ㅠㅠ/맥주 한잔 했어 ㅠㅠ
ㅋㅋ 맞다 ㅋㅋ 해산물 먹을 때 술 잘 들어가는데 ㅠㅠ,오 다음에 나는 소주잔에 맥주 너는 소주잔에 소주 해서 배틀 하자 ㅎ.ㅎ
ㅋㅋ 괜찮겠어? 좋지 ㅋㅋ 벌써 재밌는데?,ㅋㅋ 그대신 맥주라고 구박 하지마/나와 주량이 다르잖아 ㅋㅋ
회사 사람들은 어때? 괜찮아?,웅 회사 사람들 일단 술 강요가 없어서 좋아 하하
좋다 ㅋㅋ 난 다니던 직장들이 다 술 좋아해서 힘들었어 ㅋㅋ,ㅋㅋ 와 그럼 진짜 눈떠서 출근할 때 너무 최악이야 ㅠ
맞아 ㅋㅋ 그래서 회식 다음날 휴무가 너무 좋았지,ㅋㅋ 그래도 휴무에 누워만 있어야 돼서 그건 억울해 ㅠㅠ
연무대라 그런지 훈련소 바로 옆이라 가끔 신기해 ㅋㅋ,맞아 그래도 가족들 군대 갈 때 집으로 모이는 건 편하더라고 ㅋㅋ
맞아 ㅋㅋ 친척 오빠들 군대 갈 때 다 우리 집에 모였어 ㅋㅋ,우리집도 ㅋㅋ 여기로 오면 모여서 잔치 했지 뭐...
졸업식 끝나는 동시에 훈련소 갔어 ㅋㅋ,ㅋㅋ 헐 그런 우연도 있어? 날짜 영 별로였다 ㅠㅠ
응 ㅋㅋ 졸업 축하해주고 입대 ㅜㅜ 맘이 쫌 그랬어,동생 갈 때 눈물 흘린 거 아니야?
확실히 동생 갈 땐 마음이 조금 이상하더라고 ㅋㅋ,아무리 편해져도 고생 하잖아 ㅠㅠ 안쓰럽지...
하루하루 날짜 세는 게 좀 그렇더라고 ...,맞아... 300일이 얼마나 길게 느껴지겠어.../용돈은 보내줘?
응 안 그래도 저번 달에 휴가 나와서 챙겨줬지 ㅋㅋ,ㅋㅋ 오오 얼마 줬어 고맙다고 인사는 했어?
이십 만원 주고 휴가 때 입을 옷 사줬어 ㅋㅋ,ㅋㅋ 오 너무 착한 누나 아니야?/나도 니 동생 할래 ㅠㅠ
자격증 가지고 있는 거 있어?,웅 난 학생 때 회계 자격증 딴 거 있어!
오 회계 어렵지 않아?ㅠ,음 하다 보면 괜찮은데 처음 접할 때가 어려운 거 같아 ㅠㅠ
따고 싶은데 회계 이름부터 거리감 있어 ㅋㅋ,ㅋㅋ 이름부터 거리감 ㅋㅋ/맞아 나도 첨에 그 아이와 거리 둔 거 같아 ㅋㅋ
ㅋㅋ 오 그래도 성과를 이뤘네 멋있어,아니야 ㅠㅠ 학생 때 딴 건 자격증 취급도 안 해주더라 ㅠㅠ
후 ㅜㅜ 그런게 어딨어 컴터 자격증은 있어?,음 엑셀이랑 한글 땄는데 ㅋㅋ/하나도 모르겠어 ㅋㅋ
그래도 평소에 많이 쓰니깐 잘하겠다 ㅜ,ㅠㅠ 근데 일반 회사도 기본적으로 쓰는 것만 써서 못해 ㅠㅠ
엑셀 같은 거 많이 쓰지?,웅웅 엑셀 많이 쓰는데 대부분 함수는 sum만 쓰는 거 같아 ㅋㅋ
컴터 학원 다시 가야 해,ㅋㅋ 안 쓰다 보면 기억 안 나서 그래 ㅠㅠ/하면 또 기억 날 거야 ㅋㅋ
담주 할머니 생신인데 선물 추천 좀 해주라,할머니 생신도 챙겨드리고 착하네 ㅠㅠ/난 맨날 양말 드렸어 ㅋㅋ
같이 살아서 더 그래 ㅋㅋ,나 전에 할머니 우리 집 왔는데 내꺼 후리스 보고 갖고 싶어하셔서 드렸는데 부드러운 걸로 하나 해드리는 건 어때?
아 진짜? ㅋㅋ 날씨도 추워지니깐 그것도 괜찮겠다!,웅웅 양털이라 부드럽고 해서 좋아 보였나 봐 ㅋㅋ/날씨도 딱 맞는 거 같아!
ㅋㅋ 마침 할머니가 옷 좋아하셔서 옷 보고 있었는데 참고 할게 ㅋㅋ,웅웅 게스나 탑텐 이런데 저렴하니 부담도 안되고 좋을 거 같아!
오 ㅋㅋ 고마워 ! 이따 찾아봐야겠다 ㅋㅋ,웅웅 어울리는 색상으로 챙겨드려 생색도 팍팍 내고!
ㅋㅋ 그래야지 할머니 선물에 약해서 다 좋아하셔 ㅋㅋ,손녀가 주는 거면 뭔들 좋아할 거야 ㅋㅋ/노래도 부르고 초도 불고 해야지
ㅋㅋ 해야지 케이크 사서 초 불고 ㅋㅋ 애기 같으셔 ㅋㅋ,ㅋㅋ 원래 여자는 평생 여자야 ㅋㅋ
그니깐 그 말이 맞는 거 같아 ㅋㅋ,그날 그래도 맛있는 거 많이 먹겠다 ㅠㅠ
결혼하고 싶은 나이가 언제야?,나는 26살에 하고 싶었는데 이미 지나서 이제 생각이 없어 ㅠ
아 진짜? 딱 이상의 나이지,지금도 늦은 거 아닌데 ㅠㅠ/갈수록 생각이 사라지는 거 같아 ㅠㅠ
이러다 갑자기 하고 싶다 생각들 걸?,ㅋㅋ 아니야 혼자가 편할 거 같아 ㅠㅠ/나도 그땐 하고 싶었어 ㅋㅋ/시간 갈수록 아니야 ㅠㅠ
하긴 나 하나 살기도 힘든데 가족까지 생기면 상상이 안 가,애 잘 키울 자신도 없고.../나를 희생하고 싶은 생각도 없어 ㅠㅠ ㅋㅋ
생각해보면 엄마들 진짜 대단해,맞아 예전엔 또 지금 나이대 보다 어릴 때 결혼하잖아 ㅋㅋ
대단해 정말  ㅋㅋ 지금 결혼 했다 하면 상상도 안되는데 ㅋㅋ,맞아 ㅋㅋ 그 어린 나이에 책임감 가지고 한 게 진짜 대단한 거지 ㅠㅠ
아직도 어른 되려면 멀은 거 같아 ㅋㅋ,ㅋㅋ 요즘은 30살 돼도 엄마한테 아양 부려두 돼
ㅋㅋ 그럴 거 같아 ㅋㅋ 지금처럼 똑같이 ㅋㅋ,ㅋㅋ 웅 좋은 짝 나타나기 전까진 엄마한테 애기야 애기
추석 직전에 반려동물이 2000 마리나 버려졌대,헐? 그렇게나 많이? 너무하네 진짜 ㅠㅠ
그니깐 근데 유기 할 경우 과태료가 300만 원 밖에 안돼,근데 그게 누가 버렸나도 모르잖아 ㅠㅠ
등록 안되어 있으면 무소용이지 ㅠㅠ,맞아 ㅠㅠ 등록 한 사람들은 버리지도 않았을 거 같아 ㅠㅠ
진짜 그럴려면 왜 키우냐 ㅠㅠ 화난다,내 말이 ㅠ 반려동물 키울 거면 미리 교육 받고 절차 다 밟고 키웠으면 좋겠어 ㅠㅠ
진짜 소유권 받은 날에 지자체에 다 등록 좀 해줬으면 좋겠어 !,생명 소중한 줄 알아야지 ㅠㅠ/본인들이 버려진다 생각해봐 진짜 ㅂㄷㅂㄷ
그니깐 똑같은 생명인데 왜 그렇게 행동하는지 이해가 안돼,맞아 ㅠㅠ 후 이번에 버려진 강아지는 어디로 가는 거야?...
다 유기견 보호소에 가지 않을까...?,에구... 앞으로 그쪽에 기부 더 하고 있어야겠다 ㅠㅠ
지자체도 관리에 조금만 더 신경 써줬으면 좋겠어,맞아 ㅠㅠ 이런 문제들 좀 빨리 해결해줬음 좋겠어 ㅠㅠ
ㅋㅋ 역시 숨쉬기 운동이 짱이지,하긴 해야 되는데 ㅠㅠ/좀 간편하고 괜찮은 거 있어?
홈트...?가 제일 간편하긴 해,근데 홈트는 돈이 안 들어가서 안 하게 돼 ㅠㅠ
ㅋㅋ 맞아 ㅋㅋ 공짜니깐 금방 풀어져,ㅋㅋ 하루 맘먹고 하면 다음날부터 안 하잖아 ㅋㅋ 진짜 딱 하루 하하
게임 제일 오래 해본 게 몇 시간이야?,나 어릴 땐 밤도 그냥 꼴딱 해봤지 ㅋㅋ
무슨 게임 이었어?,나는 알투비트 엄청 했어 ㅋㅋ
와 알투비트 ㅋㅋ 그거 찜질방 가서도 엄청 했었는데,ㅋㅋ 오 찜질방 렉 심해서 안 돌아가지 않았어? ㅋㅋ
애들이랑 나란히 ㅋㅋ,ㅋㅋ 그 게임 사라진 게 너무 아쉽다 ㅠㅠ
추억의 게임이 됐네 ㅋㅋ,맞아 ㅠㅠ 중국 판으로 남아 있다는데 까는 법도 모르겠고... ㅠㅠ
아 그럼 못하겠다 ㅜ 테런도 해봤어?,아니 그건 안 해봤어 ㅠㅠ 근데 인기 좋더라/쿠키런이랑 비슷한 게임이었나?
이 게임도 진짜 많이 했는데 ㅋㅋ,ㅋㅋ 맞아 그건 나도 재밌게 했던 거 같아 ㅋㅋ
생각난다 ㅋㅋ 언제 시간 나면 같이 한번 하자!,ㅋㅋ 웅 좋아 다음에 같이 해보자 하하
혼자 여행 가본 적 있어?,그거 좀 내 로망인데 ㅠㅠ/무서워서 못 가겠어...
나도 언젠간 해보고 싶은데 쉽지 않네 ㅋㅋ,맞아 ㅠ 친구들이랑 가고 싶은데 또 혼자는 가보고 싶고 무섭기도 하고 ㅋㅋ
맞아 ㅜㅜ 혼자 여행 하시는 분들 멋진 거 같아,웅 다른 나라는 못 가도 우리나라에선 그래도 다닐 수 있을 거 같아!
조금씩 깨가야지 ㅋㅋ 일단 국내부터!,맞아 맞아 혼자 여행하면 어디 가보고 싶어?
예전부터 한 달 살기 꿈이었거든 ㅋㅋ,아 맞아 나도 한 달 살기 ㅠ/겨울철에 가서 귤도 따보고 싶어!
게하 알바 하면서 살아보고 싶었지만 실행하기 어렵네,ㅋㅋ 맞아 시간이 나야 되는데 ㅠㅠ/좀 더 어릴 때 해야 되는 게 맞는 거 같아/지금이라도 가서 해봐!
시험 붙으면 다녀오려고 ㅋㅋ 생각만 해도 떨린다,와 진짜 부럽다 ㅠㅠ 가서 살아보고 후기도 알려줘야 해!
순탄치는 않을 거 같지만 경험이니깐 ㅋㅋ 한번 해볼게!,웅웅 모든 경험은 좋은 거 같아 ㅋㅋ 화이팅 해 !
오늘 바람 왜캐 부나 했는데 이번 주말 가을 날씨래~,맞아 우리 집도 문 열어뒀다가 바람 너무 불어서 닫았어 ㅠㅠ 추워...
급격히 이제 완전히 가을이야,날이 확 바껴서 옷도 이제 가을 옷 꺼내야 해 ㅠㅠ 귀찮다...
그니깐 가을 옷 또 언제 정리해... ㅋㅋ,내말2... 가을 금방 지나서 또 겨울 오겠지? ㅠㅠ
이번 겨울엔 엄청 추울라나,아니 이번 겨울은 별로 안 추울 거 같아 ㅋㅋ/우리도 이제 동남아 돼가잖아
아 그렇네 여름에 완전 데이는 줄 알았어 ㅠ,맞아 갈수록 더워지고 ㅠ/이제 4계절 우리나라에서 사라질 거 같아 ㅠㅠ
아 안되는데 ㅠㅠ 봄 가을 내비 둬... 제발,나두 봄 가을 좋아하는데 ㅠㅠ/진짜 환경을 지켜야 해
쉽지 않지 ㅠㅠ 요즘 편한 건 다 일회용 이더라 ㅠ,분리수거라도 잘 해야 되는데.../자취하는 사람들은 그냥 한번에 버리잖아 ㅠㅠ 에흉
따로 관리 해주는 사람이 없어서 더 그래,맞아 ㅠㅠ 다들 환경 생각하고 잘 지켜줬으면 좋겠어!
요즘 보이스피싱 새 수법 나온 거 알아?,진짜? 이번에 무슨 수법으로 다가온대?
저금리 대출 해준다면서 3040세대 노리나 봐,헐... 근데 요즘 자금 필요한 사람들이면 ㅠㅠ/저금리 대출이라면 혹 하겠다...
응 그니깐 ㅠㅠ 신용 등급도 올려준다고 그러더라,근데 대출이면 본인들이 돈을 줘야 하는 건데 어떻게 돈을 받아내는 거야?
대출 진행하는 과정에서 비용이 든다면서 빼가나 봐,무슨 대출 진행하는데 비용이 들어가 ㅠㅠ/에휴 진짜 너무하다 너무해
그니깐 말로 홀리고 자금만 빼가나 봐,그러고 돈 들아오면 연락 딱 끊는 거야?
아마 그런 식이겠지? 피싱이니까 ㅜ,에구... 진짜 조심해야겠어 ㅠㅠ/대출은 은행가서 하자고 ㅠㅠ
그니깐 어른들 혹 할까 무서워 ㅜㅜ,웅 나도 엄마 아빠나 오빠한테 말해둬야겠어 조심하라고 ㅠㅠ
응 정상 금융기관은 전화나 문자로 대출 권유 하지 않는다고 혹시나 오면 바로 끊으시라고 전해드려,근데 요즘 엄마 아빠도 이리저리 들어서 조심하실 거야 ㅠㅠ
모더나 최고 경영자가 내년에 코로나 종식 될 거라고 그랬대 ㅋㅋ,아 그래? 그거 확실하다고 한 거야? ㅋㅋ
지금보다 더 쎈 변이는 안 나올 거라던데?,ㅋㅋ 그럼 다행이지 ㅠㅠ/제발 빨리 끝났으면 좋겠어.../내년 얼마 안 남았는데 제발 ㅠ
맞아 100일도 안 남았더라 이제 ㅠㅠ,진짜 제발 ㅠㅠ 나 편안하게 살아가고 싶어...
그니깐 ㅠㅠ 그런 평범한 일상이 그리워,끝나도 마스크 벗고 생활할 수 있을까?
최고의 방법은 전 세계 사람들이 접종 완료 하는 거래...,에구 언제쯤 접종 완료 되려나.../다들 맞곤 있는 거래? ㅠㅠ
다 맞으면 바이러스는 있겠지만 독감 수준 일 거래,구럼 독감 수준이면 안에 있는 장기들 안 상하고 멀쩡한 거래? ㅠㅠ
그런 거 같아 ㅋㅋ 다 맞은 걸 감안하고 생각하면!,나 몸 상할까 봐 그게 제일 무섭거든 ㅠㅠ
