req,res
동생도 옆에서 같이 했어 ㅋㅋ,사이좋게했네 ㅋㅋ/할머니가 좋아하시겠다
그래야될텐데 말이야,손주들이 했는데 안좋아하실리 없지~!
나는 유태오같은 사람 만나고 싶어,ㅋㅋ 연애로?
연애든 뭐든... 유태오라면 뭐든,ㅋㅋ 이상형이야?
외모가 정말... 이상형 그 자체야,오...나이가 어떻게 되시는데?
40대일걸...?,앗… 너한테 너무 많지않을까?
응... 그리고 이미 결혼하셨어 그냥 이상형일뿐 흑흑,ㅋㅋ 어떤 스타일이길래 그래?
뭔가... 멋있어 말로 설명 못해...,나는 유태오 잘 몰라서
모를 수 있지 사실 나도 드라마만 봐서 잘 몰라 ㅎ,ㅋㅋ 드라마 배역이 매력적이었나봐
응 완전... 머니게임 봤는데 외모가 이상형 그 자체였어,아하 나 그 머니게임도 안봤어서 ㅋㅋ/그런 사람 만나길
밤마다 기도라도 하고 잘까봐...,ㅋㅋ 만날수있다면 기도쯤이야
반려동물 키우려면 필요한거 세가지 뭐라고 생각해,돈 애정 시간
오... 그럴싸한데,너는?
난 집 차 시간 이렇게 세개,오... 차는 왜?
병원데려갈때 편해야해서,헉 맞아맞아
집은... 진짜 자가여야 애들이 뭐 부숴도 안심되고...,맞아 월세나 전세는 신경쓰여서 ㅠㅠ ㅠ
그치...시간은 너나 나나 동의하는 부분이구만...,맞아 같이 있는 시간이 제일 중요하니까
응... 반려동물한테는 진짜 시간을 같이 보내는 일이 중요한거 같아,일할때 그래서 신경쓰여 ㅠㅠ
나는 그래서 우리 애들 이후로는 새로운 반려동물 안키울거 같아...,나도 지금에 최선을 다해서 사랑해주려고
응... 반려동물 키우기엔 현대인은 너무 바빠...,맞아 ㅠㅠ그래도 책임지고 키우고 있잖아
그래도 얘네가 느끼는 외로움은 어디 안가니까,맞아 많이 사랑해주자
캠핑갈때 텐트 입구에 투명한 창 씌우는거 어제 사려고 했거든?,응응 근데 품절됐어?
아 아니...아직까지는 괜찮기는 한데 추울때는 그게 있어야되가지고,아아...그런것도 필요하구나...캠알못;
근데 멀리있는곳가서 택배로 받기로 했는데 이염 된거야...,택배 받은 상품이...? 이염된채로 온거야?
아 멀리있는곳까지 찾아서 문자로 문의해서 받기로 했는데... ㅜㅜ 캠핑에 쓰려고 했는데,저런...그래서 어쩌려고?
그래서 그분들이 그냥 받을지 환불할지 고르래서... 사진 봤는데 너무 이염 심해서...그냥 환불받고...다른거로 구매하기로 ㅜㅜ,아아...멀리있는곳까지 알아봤는데 어쩌냐
그거 있으면 진짜 좋거든... 바깥 볼수있고 텐트 안에서,다른데 다시 알아봐야겠다...
지금은 그냥 뭐 열어두고 지내도 상관은 없겠지만... 캠핑 필수템인데 ㅋㅋ,아아...필수템이면 다시 알아봐야겠네
다른데에 문의해보니까 아직은 입고전이고 찬바람 불면 소량입고래 ㅋㅋ 웃겼다... 찬바람 불때 캠핑하기 좋으니까,아...찬바람 불때. 소량입고... 왜 소량이냐...ㅜ
잘... 안들여오더라... 그래도 기대된다 9월 캠핑,소량입고때 잘 기회봐서 사야겠네...
어 ㅋㅋ 뭐 다른데도 있으니까 지금은 안필요해,아아 ㅋㅋ 나중에 필요할때 사면 되겠네
백신 예약했니?,응 나 9월에 맞아 너는
오 나도 ㅋㅋ 9월에 했어,우린 뭐 맞을까...?
나는 화이자 아니면 모더나라던데,나도!
수급이 잘되는게 화이자라더라,응 그렇다더라
근데 화이자만 미국에서 완전 승인났대,"내 주변엔 화이자,모더나, 아스트라 다 맞아본 사람들 있어"
부작용만 좀 다른걸로 알고 있어,응 근데 다들 증상 비슷하더라
그냥 넘어가는 사람도 있고,맞아 건강할수록 아프다던데
이거 참... 안아파도 걱정이고... 아파도 걱정이네,ㅋㅋ 그니까 이게 참… 맘이 그래 ㅋㅋ
요즘 손목이랑 팔꿈치가 은은하게 아프다,손목보호대 ㅊㅊ 근데 얇윽거 사라 가볍고
브랜드 추천은 없냐,엉 나는 운동용이라 추천할게 못됨/운동용 평소에 차려니까 손목에 땀참
엇 잘못보냄,먼 건식집진기가 힙하노 색감이
ㅋㅋ 저거 설치하는데 놀러가서 내가 있음 ㅎ,ㅋㅋ 뒷배경을 보면 저기 산책만해도 건강해질듯
근데 폰을 너무 많이 써서 그런가 손목 나간고,주황색과 초록색의 대비가 눈에 띈다/응응 나도 폰할 때만 손목아픔/누워서 드니까
거기도 아픔 ㅠ,아직난 팔꿈치까진 아닌데 조심해야궸노/요즘은 요가 안하냐
혼자는 재미없고 고통이다,칼소폭 해라 시간잘감
안 힘드냐,힘든데 익숙해졌다/이제 안하면 찝찝함
주로 어떤 자세들이냐?,엄 와이드 스쿼트가 세번 있거든 그거만 빼면 무릎에 안감 무릎에 무리 안감/근데 진짜 괜찮다/건강에 안좋겠지  15900원임
반 띵가능? ㅋㅋ,저 조그만걸 반띵할순없지
나 저녁먹는다,나도 슬슬 준비해야겠어
감자탕 기대되냐,사실 별로 기대는 안됨 자주먹음
맛있었냐?,아 감자탕은 오래 끓여야돼/질겨서 국물만먹음
인현왕후의 남자 2화 1.5배속으로 때림,와우 난이제 좀따가 그거먹을거임 베이글
무슨 베이글이냐?,계피베이글임 신기하지
그러네 맛있냐?,엉 맛있음/잼이랑 누텔라 발라먹음 ㅋ/사십분뒤에 운동해야지
그치만 나도 방금 스콘 먹음~,마따 간식먹을타임
오늘도 벌써 방전 느낌남,칼소폭 세번하면 세번버틸 체력이 생김
아 운전 연습해야하는데,면허는 있자나
응 근데 장농면허 ㅋㅋ,나도 ㅋㅋ 있으나마나
운전 연수 받아야 도로 나갈 수 있을듯,나도 연수받긴 받아야할듯
근데 차도 없어서,나도 면허를 어떻게 땄는지
진짜 급하게 땄음 나도 ㅋㅋ ㅠㅠ,우리 나잇대 사람들은 다 그랬던거 같아
운전이 더 무서워,쉽게 따서 더 무서운듯...
응... 후 그래도 운전 연습은 안할 수 없다,맞아… 나도 용기내서 할거야
하! 올해 안에는 꼭 운전한다,멋지다/나도 올해 남은 시간동안 도전해봐야겠어
우리 베스트 드라이버가 되보자,좋아 ㅋㅋ
요새는 대가족이 부럽단 생각을 하곤 해,왜?
그냥 시끌벅적한 분위기가 부럽더라구,친척들이랑 자주 만나지 않아?
다른 지역에 있으니깐... 자주는 못보지,코로나때문에 좀 그렇겠다ㅜㅜ
넌 삼남매라서 부럽다,우리도 자주 안봐 ㅋㅋ
그래도 셋이 만나면 재밌을거 같아,재밌긴하지
나랑 동생은 둘뿐이니까... 좀 덜 재밌어,ㅋㅋ 한명 더 있음 재밌긴하겠다
그니까 아예 네명이면 진짜 재밌을거 같아,그럼 많이 싸울거 같은데
싸우기도 많이 싸우는데 든든할거 같아,맞아 힘들땐 의지가 되니까
갑자기 생길리는 없으니 있는 애나 잘 챙겨야겠다...,ㅋㅋ 그것도 맞는말
그냥 부러워서 말해봤어...,다 장단점이 있으니까~
넌 소개팅 해본적 있어?,소개팅까진 해본적 없어
그럼 자연스러운 만남 추구형이니?,응 어쩌다보니
나도 소개팅은 해본적 없어,시켜줄까?
불편해,사람은 처음엔 다 초면이야^^>
그건 그런데... 서로 하하... 이성친구 구하러 나왔어요... 하는 그 분위기가 힘들어,ㅋㅋ 그렇긴하지 어색해
생각만 해도... 벌써 어색하다...,너도 자연스러운 만남을 추구하는구나
그래도 소개팅 해보고 싶긴해,괜찮은 사람 있으면 소개시켜줄게
그래 정말 괜찮은 사람이어야해,내 안목을 믿어
하하... 믿어볼게,내가 괜찮은 사람 꼭 찾아낸다
너 토끼 코고는거 아니?,토끼가 코를 골아?
근데 소리가 되게 작아 ㅋㅋ,어떤 소리 나는데?
음 뭔가 진동오는 소리?,ㅋㅋ 토끼라 코고는 소리도 조용하네
응 근데 가끔 깊게 자면 소리 크게 나더라,ㅋㅋ 나중에 잠꼬대도 하겠네
말을 못해서 그렇지 충분히 하고 있지 않을까 ㅋㅋ,ㅋㅋ 조용하게 자면서 할거 다 하네
응 너무 귀여워 ㅋㅋ ㅠㅠ,토끼 안깨우려고 조심해야겠네 ㅋㅋ
맞아 ㅋㅋ 잘때 예민해서 조용해야해,주인이 눈치를 되게 많이 보네 ㅋㅋ
우리집 상전이지 뭘... ㅋㅋ,ㅋㅋ 네가 서열이 토끼보다 아래인가보다
그럴리 없는데...,토끼 입장은 다를수도 있지^^… 하하
캠핑 가보고 싶다,난 글램핑만 해봤어!
난 글램핑도 안해봤거든 어때?,그냥 한번가긴 괜찮은정도?
가족들이랑 가보고 싶네,여러명이서 가는게 재밌겠더라
오... 자기에 좁진 않아?,좁긴 좁더라 ㅠㅠ
여러개를 예약해야하나,그러거나 아니면 텐트포함!
텐트에서 자는건 좀 불편할거 같기도 하고,캠핑하고 싶은거 아니었어?
기분만 내고 싶은거였나봐,ㅋㅋ 그럼 잠만 안자면 되겠네
응 ㅋㅋ 캠핑 기분 내고 호텔에서 자야겠다,그게 뭐야 ㅋㅋ
고기는 캠핑장에서 구워먹고 하하 완벽하겠는걸,솔깃하네 ㅋㅋ
그치? 언제 한번가자,좋아! 고기랑 사가지고 가자
뉴스 보는데... 일본이 우리랑 합의 없이 원전 오염수 방류한다고 하더라,우리나라에서 막을 방법이 없나? ㅜㅜ
일본이 협의 없이 일방적으로 추진하는거라...,아 진짜 ㅋㅋ 바다 혼자쓰나…
오염수 방류 계획 분석해서 대응책 세운대,정말 고생이많다…
응 2023년부터 방류한다는데...,해산물 23년전까지 많이 먹어야겠네...
아 근데 해산물 안먹어도 어쨌든 우리한테 영향이 클거 같아서 걱정이야,어업 종사자분들도 힘드시겠다 ㅠㅠ
진짜 골치 아플거 같아... 생계도 그렇고 건강 문제도 그렇고,인체에 미치는 영향도크겠지? ㅠㅠ
뉴스나 신문보니까 우리도 피해를 안입을 순 없을 거 같아...,바닷가 가까이 사는 우리는 어쩌냐...
어휴 벌써부터 걱정이다,어떻게든 방법을 찾아야 할거 같다...
곧 엔시티127 컴백한다며 영웅이 마지막 컴백이였단거듣고 놀랐다,아 실화야?
한 2년전같은데...,나 걔네 5주년 팬파티도 어제 친구한테 들음/김기범 이번에 브랜드 상탄건 알아 ㅋㅋ
태연이랑 키 올리브영 모델된거 놀토에서 축하해준것도 개웃겨 근데 둘 이미지 올영이랑 찰떡임,ㄹㅇ 김기범 나혼산보고 결정했다해도 과언이 아니다 누구보다 루틴적인사람
글고 둘 다 관리 너무 잘함 어딜봐서30대야...,ㄹㅇ 아니 정재현 머리 테리우스도 아니고 왤케 장발 잘어울림?
지하철 타고 다니느것도 나쁘지 않아,그렇긴 하지...
사람이 많을땐 좀 힘들지만,지옥철 시간만 피하면...
ㅋㅋ 하지만 나갈 시간은 항상 붐빈다는거 ㅠ,나는 그래서 그냥 버스 타고 다니잖아...
버스는 안붐비니?,버스도 붐비지 ㅋㅋ
지하철이랑 무슨 차이니,지하철은 진짜 낑겨서 숨을 못쉬겠더라/버스는 그정도는 아니잫ㄴ아/아니잖아
그렇긴하지,응 그래서 난 버스 타
자가용 있으면 좋은데,그니까...
버스랑 지하철 안타도 되고 ㅋㅋ ㅠㅠ,그런면에선 진짜 좋은듯
하지만 교통비 생각하면 지하철이랑 버스가 나아,장단점이 있는듯 ㅋㅋ
아...휴가로 쉬다가...오늘 나오니까 힘들다...,아...밀린 업무 많아?
거기에 갑자기 생리 해서 더 힘들다...날도 꾸리고...얼른 집에 가고싶다...,아...공감한다 ㅜㅜ 나도 휴가 다녀오고... 갑자기 수강신청 일 새로 시작해서 ㅜㅜ
아...진짜...쉬다가 돌아오면 더 힘든거 인정...,뭔가...원래 내 업무였는데도... 더 많은 느낌
그래도 오늘 내일만 나오면...주말이다,직장인들이 최고 바라는거...주말
진짜...근데 주말 왜 이렇게 후다닥 가요?,그니까...그리고 요즘 계속 비와서... 주말이 주말같지 않다...
이번 주말도 비오나?,아마 올듯...아 이번 휴가때...팀장님한테 업무관련 메신저 와서 짜증나더라
아 진짜? 방금 네이버 보니까 흐림표시만 되어있긴한데...바뀌려나,모르겠다 비는 ㅋㅋ 출퇴근길만 안왔으면
맞어...출퇴근길에만 안와도...좋아^^...,오늘 일은 대충 하고...내일로 미뤄야겠다 ㅜㅜ ㅋㅋ
추석에 제사 지내?,우리집은 아니?
우리집도 이번부터는 안하기로 했어,오 그럼 아예 안모이는거야?
아니 모이기는 하고!,모여서 뭐해?
맛있는거 먹고 논대!,좋다~
그치 엄마가 맨날 상 차리는거 싫었는데 모여서 맛있는거 먹는건 찬성이야,맞아 시대가 변해서 이런건 좋은거 같아
나도 이제 시장보러가고 음식 장만하는거 안해도 되어서 좋다,ㅋㅋ 한결 편해졌네
응 그래도 친척들이 모여서 얼굴보는건 좋으니까~ 장점만 남았어,다행이다 이번추석에도 가?
가긴 갈거 같아 그날만!,아하 당일에만 가는구나
응응 이제 그 전날에 가서 준비할거 없으니까,오 그럼 맛있는거 남으면 우리집으로 챙겨줘~
ㅋㅋ 그래 맛있는거 따로 잘 챙겨서 보내줄게,ㅋㅋ 신난다 어머니 손맛도 좋으시니까!
나는 연애할때 서로 구속 많이 하는게 싫어,그런 관계 좋아하는 사람들도 있잖아
응 그렇더라고... 내 기준에서는... 충격이야,넌 프리한 관계를 좋아해?
구속한다고 뭐 마음이 안변하는 것도 아니잖아...,그냥 관계를 이름에서 오는 안정감이 있잖아
그건 오히려 소유욕에 가깝지 않을까,음 그렇게 생각할수도 있겠다
응 그래서 연애를 해도 좀 데면데면하게 만나는게 좋은거 같ㅌ아,너랑 만나는사람은 노력을 많이해야할거 같아
그렇긴 하지 ^^,너는 안정감이 필요없니?
안정감은 신뢰에서 나오는거니까,그럼 사귀지 않아도 돼?
우리 애들은 뭐가 불만인지,왜?
계속 뭘 물어뜯어,왜 그러지?
나도 그 이유가 알고싶다...,알고보면 이 간지러워서 그런거 아니야?
그렇다기엔 내가 이갈이를 잘 챙겨주고 있어,그럼 뭔가 불만인가?
그런거같아...,신경쓰이겠다
뭐라도 잘못먹으면 큰일이니까,아이고 ㅜㅜ그렇겠네/물건을 다치우는건어때?
주변에 물어뜯을만한거 치워놨는데 기어코 찾아서 물어뜯어,ㅋㅋ 근성있는 애들이구나
이상한데서 근성을 발휘해,진짜 아무것도 못뜯게 다 치워 놔야겠다
응 안그래도 그래서 청소 한번 더하려고,반려동물을 키운다는건 귀찮은 일을 정말 많이 해야 하는거구나
그러게 말이야,고생이 많구나ㅠㅠ/지구가 열심히 운동을 하네요/레모네이드 말하니까 나도 레모네이드 먹고 싶네
클라이밍 해보고 싶은데,해보면 되지!
어디서 해야할지 모르겠어...,우리 살던 동네에 있지않아?
아 맞아 있긴 있는데,거기서 하면 되지!
거기 너무 본격적인 느낌이야...,본격적인 느낌은 뭐야 ㅋㅋ
다들 선수급 같으시더라고...,아 그럼 시작하기 부담스럽겠다
"응 초보로서, 좀 부담스럽달까,",우리집앞에 카페같은데있는데!
그런데가 있어?,응 체험하는데!
아 그런데 가서 한번 해보고 싶다,코로나 괜찮아지면 한번 와
팔 힘 기르고 있어야겠네,나도 같이 팔 힘 기르고 있을게
알고보면 재능이 있을지도 ㅋㅋ,ㅋㅋ 큰꿈을 꾸고있네
아파트 단톡에 소파산 것들 올라오는데 다들 이쁘네,이쁜거 머 있냐
나는 리클라이너를 포기못해서 이걸 샀지만 다음에 산다면 커다란거 사야지,리클라이너 좋냐
꼭 오프라인에서 안사도 되는듯,맞다 요즘 다 인터넷으로
인터넷이 할인도 잘됨,ㅋㅋ 먼지 알지/오프라인이라고 해도 모든 모델이 있는게 아님 신발가게처럼 ㅋㅋ
마따 ㅋㅋ,적당히 몇개만 있어서 걍 자기들 있는게 다라고 함/맞다
침대 산거는 토욜에 교환오기로 했다,침대 샀냐?/고민하더니
엉 오늘의집 빠른 배송으로 샀는데 침대 헤드 led가 불량이더군,정말 귀찮은 일이군
어제도 거실서 잠 ㅋ,새로 이사한집으로 다 옮긴게 아닌가/했는데 아닌가
침대는 내방에 있고 나는 거실서 잔다,구집은 어쩌냐
아빠 산다,아하
엄마도 거의 여기반거기반 비효율적으로 살고 있지,그럼 대체 왜 이사했냐 두집살림인데?
나도 그게 좀 의문이긴 해 ㅋ...,돈도 많이 썻다고 ...?
그거 아세요? 이진기 바라던바다 사랑인거,맨날말해서알쥬.../나 유퀴즈 기대중이야
딥페이크를 이렇게 쓸줄 몰랐어,뭔데? 나 못봄 ㅠ
그 유관순열사랑 안중근열사랑 얼굴에 딥페이크써서 움직이는것처럼 하는거 나오고,대박...
일장기를 달고 달렸던 손기정 선수의 일장기를 후세의 자손들이 지워나가고있다 이렇게 해서 나왔는데 눈물 퐁퐁,아 맞다 올림픽특집이였지/유퀴즈 자막이랑 편집 센스 너무 좋늠 ㅠ
그런생각은 어디서 나오지?,나 그 장기기증이식코디네이터 클립으로보고 눈물
그거 슬프더라,그니까... 상상도못해본일이였음
약간 장기이식 어떻게든 되겠지? 이런인식이 약간 있었는데 진짜 희생 그자체,그니까ㅜ 다들 사연도 너무 슬픔
그니까ㅜㅜ,그나저나 나 슬의 완결나면 몰아보기 할랬는데 노잼됐대서 식음
아 진짜 곰돌이네 커플 붙어라 응원중,응팔도 마지막에 노잼이였는데 작가특징인가봐
초반만 휘몰아치듯 재밌어 ㅋㅋ,맞아 그리고 초반에 급전개 쩌러
넌 차 사면 뭐 사고 싶니,나 차를 잘 몰라
나도 ㅋㅋ 근데 사고 싶은 브랜드는 있어,뭔데?
볼보야 ㅋㅋ,볼보 들어봤어!
나 그거 안전하다고 해서 사고 싶어,맞아 그렇다더라
근데 엄청 비싸더라,아무래도 그렇겠지
언제쯤 살 수 있을까,글쎄 한 5년 잡아봐
5년은 너무 짧지 않니?,어떻게 알아 로또가 당첨될지
그렇긴해!,꿈은 크게 가져야지
자차 마련 꼭 하고 말겠어,나중에 사면 태워주라
당연하지 제일 먼저 태워줄게,감동이야
"이제 곧 퇴근이겠네 당신,",어 ㅋㅋ 부랴부랴 업무 다 끝냈다...오늘은 이정도로;
좋겠다 ㅋㅋ 곧 퇴근이여서...,이번달 회사 너무 많이 나오는거같다.../휴가뺀다해도 8월이 31일까지 있어
진짜...9월은 추석 있어서 그나마 다행이야...,그나마 대체공휴일에 쉬긴했다만...진짜 추석 기다려져
9월은 추석이랑 연차 하루 쓰면...그나마 숨통 트인다,아 근데 내친구네 회사는... 대체공휴일에 출근하라했더라...
아악...? 왜왜? 바빠서?,분명 그 인원수 훨 넘는데...뭐 직원 아니고 알바로 등록이 되있는 직원도 있고 어쩌고 저쩌고해서 5인 미만 사업장?; 그거 포함이라고
아아...5인미만 사업장이여서...아아...저런...안타깝다...진짜,겁나 황당...걔는 심지어 일반 사원도 아니고 대리인데
아...진짜 대체공휴일 다 쉬는데...출근하면 진짜 싫었겠다...아이고야...,남들 다 쉴때 혼자 나와서 일하는거랑 같은거일듯...ㅜ
그니까...지하철이나 버스 이용할때 출근길에 사람 없으면...얼마나...마음이 그럴까...,그렇게까지 직원 나오게하는 회사도 참...신기
그니까...웬만하면 그냥 쉬게 해주지 사장님도 참...융통성이 없네,사장은 진짜 하루라도 직원 더 나오는게 자기입장에선 좋은거니까...;
맞어 같은 월급을 주더라도...하루라도 더 부려먹는게 사장님 입장에서 좋은거고 직원 입장에서는 또 다르지,그날 돈 준다해도 그냥 난 쉰다...
나도...돈 안받고 행복 선택한다,아마 다 쉴때 일하면 일에 집중도 안될걸... 하기싫고 ㅋㅋ
유전자는 정말 놀라운거 같아,왜?
아니 나도 그렇고 주변 사람도 그렇고 보면 가족들이랑 엄청 닮았더라고,하긴 나도 우리 부모님 많이 닮았어
그리고 남동생이랑 나도 많이 닮은거 같아,나랑 내 남동생도 ㅋㅋ
그냥 성별만 바뀐 버전 같아...,유전자가 강해서 그런가?
어디 떨어트려놔도 ... 피 섞인거 알듯,남동생이랑 조카도 보면 닮았어
그게 진짜 유전자의 신비인듯 ㅋㅋ,언니랑 남동생이랑도 닮아서 그런가봐
ㅋㅋ 그게 조카까지 이어지는게 정말 신기해,그러니깐말야
그리고 성격도 알게 모르게 닮지 않았어?,그것도 유전자래 ㅋㅋ
유전자라는건 대체... 어떤 것인지...,인체의신비란 이런걸까
진짜 출산하고 육아는... 자가복제...의 다른 형태일지도 몰라,ㅋㅋ 그런걸수도…
토끼한테도 케이크 만들어 줄 수 있으면 좋겠따,갑자기 웬 케이크?
아 강아지 키우는 지인이 자기 강아지한테 케이크 만들어서 줬더라고,강아지 케이크 먹으면안되지 않아?
요새는 개이크라고 강아지가 먹을 수 있는 케이크가 있대,개이크 ㅋㅋ 귀엽다
내가 토이크를 만들어 볼까봐,밀가루나 이런거 빼고 케이크를 만들 수 있나?
글쎄 당근 다진거랑 과일 다진거 요런고로 만들면 되지 않을까,네가 토이크라고 이름 지어서 팔아 ㅋㅋ
그럴까 ㅋㅋ 우리 토끼들 생일파티때도 해주고 싶다,너무 귀여울듯
그런거만들어주고싶어,그래도 간식 많이 주는편이잖아
그건 그렇지만,모양의 차이 아냐?
하긴 ㅋㅋ 당근이나 사과로 만들면 그냥 간식탑일듯,그래도 너의 마음을 알면 토끼들이. 좋아할거야
그럴라나,당연하지
안산 선수 이번에 화보도 찍었더라,양궁선수 말이지?
응 그 선수!,진짜 멋있더라
금메달 세개 따서 그런지 더 멋있어보여,그니까 ㅋㅋ 최초 아냐?
나이도 어린데... 너무 멋져,앞으로 더 승승장구할거같아
방송에도 막 나오던데,유퀴즈에도 나왔어 최근에
안산 선수 나온거 봤니?,유튜브에서 클립으로만 봤어!
성격도 멋지고 귀엽다더라,응 ㅋㅋ 아직 어리니까 더 귀엽더라
나도 챙겨봐야겠다...,안산선수 팬 될거 같아 ㅋㅋ
나도 팬클럽 가입할래 ㅋㅋ,줄서야할걸 ㅋㅋ
ㅋㅋ 줄 서서 가입하지 뭐,같이서요~! 제가 먼저~!
가을 장마라더니 매일 비가 오네,내일은 비안온대
그럼 빨래해라,오늘도 저녁에 나가니까 날씨가 많이 선선해졌어/빨래는 오늘도 했는데!
처서 지났잖아,처서는 진즉에 지나지않았나
뒤늦게 모기가 나와,최근에 모기나왔다며/엄마도 물렸어?
난 사무실에서,모기가 o형피를 좋아한대
근거있어?,없어 그냥 o형인 애들이 하는말임 ㅋㅋ
O형은 다 좋아해,난 이번에 안물렸어
모든 사람에게 수혈가능하니까,완전 초기에 한방물리고
올핸 정말 에어컨 원없이 켜고 살았다,그러게 머리아플정도로 틀었어/너무 더울때 할머니와서 그런가 ㅋㅋ
사줘,(눈을 질끈 감는다)/[이모티콘]
운전면허증 잃어버렸는데 이 기회에 1종 딸까?,그냥 그거 재발급 받으면 되지않아?
맞아 재발급 받으면 되긴 해,근데 왜?
2종이니까 1종 따볼까 싶어서,너 2종도 … 못 몰지 않아...?
맞아... ㅎ... 아예 처음 배우는 느낌으로다가 따는거지,학원비는 어쩌려구?
아 그게 문제네...?,ㅋㅋ 1종 따면 근데 좋긴하대
수동도 운전할 수 있게 되는거니까,맞아 차가 다 오토는 아니니까
한번 생각해봐야겠다 진짜로 따는거 나쁘지 않을거 같아,응 뭐 시간과 돈이 있으면 나쁜선택은 아니지
그런데 운전면허는 학원이 너무 외진곳에 있어,맞아 가는데 한참이지 ㅠㅠ
도로연수때문에 외진 곳에 있는거겠지만...,가는 동안 지쳐 ㅠㅠ ㅠ
차가 너무 많은것보단... 학원이 먼 게 나을 수도 있겠다,응 차가 너무 많으면 면허딸 때도 힘드니깐
아 아침부터 열심히 세금계산서 출력중이다...,아...월말이라서? ㅜㅜ
아 아니 메일함에 있어서...,아 밀린 메일 ㅜㅜ ㅋㅋ
ㅋㅋ 메일이 날마다 이렇게 많이 오냐;,ㅋㅋ 진짜 ㅜㅜ 일을 너무 안겨주신다...
ㅋㅋ 그니까...덤으로 광고메일도 한무더기;,ㅋㅋ 하...나는 출력할거 있는데 귀찮아서...10시 이후에 뽑으려고;
10시 이후에 회의라 했었나?,어어 ㅜㅜ 귀찮다...
한시간정도 회의해?,아 내가 설명할거는 얼마 안걸리는데.../스케줄 짤거 있어서 그거 좀 시간 걸릴듯
아아...ㅜㅜ 그래도 점심 전에는 끝나지?,어 ㅋㅋ 잘만 짜면... 1시간도 안걸릴듯
ㅋㅋ 한번에 잘 짜지기를...!,나도 진짜 간절히 바란다... 이것만 잘 되면... 몇달이 편하니까
ㅋㅋ 진짜...후덜덜...스케줄 하나로 몇달이,마음 맞는 사람들이랑 잘 할수있기를...
맞어...마음 맞는 사람들 구하기 어렵다...특히나 회사에서,그니까...일하는 방식들도 다 다르고;
맞어...부딪히기도 싫다...,안맞는 사람들이랑 일하기 싫지 진짜 ㅋㅋ
난 가끔 유전자의 신비가 짜증날때가 있어,왜?
우리엄마의 단점만 골라서 닮은 것 같아,엥 왜
마치 심즈같은데^^;,ㅋㅋ
ㅋㅋ 아니 우리아빠는 진짜 피부가 좋거든?,응응 ㅋㅋ
선크림하나도 안발라도 우유빛깔 투명하고 뽀얀 피부야,엉엉/언니도 좀 그런 피부 아니야?
아니야 그런수준이 아니라 음,언니 좀 새하얗고 뽀얗자나
주변에서 본사람중에 제일하얘,옼 ㅋㅋ 그정도로
하.댕댕이같은 둘째가 지독하게 안잡니다 ㅜㅜ,곤충 키워보셨나요?/우리 집도ㅠ안 잡니다 ㅜ
반려동물 키울 필요가 없어요 흑,애네 키우는데 너무 힘들어요 ㅠ
콩벌레요? 동그랗게 공처럼 말리는?,네 그게 너무 귀엽대요  ㅠ
ㅋㅋ 어떻게 키우죠? 먹이도 줘야하나...,반려 콩벌레는 신박하지 않나요?
네 귀여운 발상이예요~^^,안그래도 애가 유치원에서 콩벌레를 키운다며 뭐 먹냐고 저한테 물어보는데 저라고 아나요? ㅠ
생각에서 그쳤으면 좋긴 하겠지만.ㅡㅋ,유치원에서 대신 키워주셔서 다행이었어요
풍뎅이나 사슴벌레 키우자는 말은 안하나요?,했어요ㅠ어제 ㅠ
ㅋㅋ 둘 다 관심 많나요,그러면서 사슴벌레랑 젤리를 나눠먹을거래요 ㅡ.ㅡ
신기했어요...ㅡ,네 둘다 저러더라고요 자기 사슴벌레 만져봤다면서요
음 사슴벌레정도는 키울 수 있을까요? 아 자신없다 ㅠㅠ,우리가 먹는 젤리는 아닌거죠?/전 그것도 안키우고 싶어요 ㅠ
네 다른걸로 알고있어요 따로 팔더라구요?,다른 젤리군요... 애들이 먹는 젤리인줄 알았네요
양궁하는 김제덕 선수 별명 너무 귀엽더라,아 주먹밥쿵야?
응 ㅋㅋ 그 야채부락리 캐릭터 맞지?,응 ㅋㅋ 진짜 닮았어
나는 그 게임 안해서 캐릭터 몰랐거든 근데 진짜 귀엽더라,ㅋㅋ 누가 먼저 지었을까
눈썰미 장난 아닌 사람이 지었을듯,ㅋㅋ 그것때문에 올림픽 선수들한테 ~쿵야 유행 됐잖아
진짜? 다른 선수들도 쿵야라 불러?,응 ㅋㅋ 김진우 선수는 수면쿵야래 ㅋㅋ
ㅋㅋ 왜 수면 쿵야야?,경기중에 심박수가 너무 평온해서
근데 수면쿵야라는 말이 너무 웃기다,응 ㅋㅋ 쿵야세계관이라서 그래
별명덕분에 더 그런듯,그니까 ㅋㅋ 별명때문에 더 친근하게 느껴져
근데 그 별명의 시작이 김제덕 선수인거지? ㅋㅋ,응 ㅋㅋ 맞아
ㅋㅋ 그 별명 지어준 사람은 뿌듯하겠다,그니까 내가 먼저 지을껄… ㅋㅋ
오늘 날씨 간만에 좋네,그러게 흐릴줄알았는데 해쨍쨍하네
빨래 담당 빨래 했냐?,옙 그동안 미룬 빨래 다했심더
세탁기 두번은 돌렸어야 할듯,어제 휴가내고 빨래함 ㅋㅋ/빨래하려고 휴가냈어
칫 웃겨 잠만 잤더구만,웃길라고한말 맞아 ㅎ/비오는날 집에서 잠만자니까 너무 좋더라.
